Kategorie,Bundesland,jahr,wert
Förderung des Bildungswesens ,Sachsen,"2012
 vorl. Ist",202063
Förderung des Bildungswesens ,Sachsen,"2013
 vorl. Ist",211450
Förderung des Bildungswesens ,Sachsen,"2014
 vorl. Ist",208312
Förderung des Bildungswesens ,Sachsen,"2015
 vorl. Ist",139272
Förderung des Bildungswesens ,Sachsen,"2015
 Soll",144084
Förderung des Bildungswesens ,Sachsen,"2016
 Soll",151462
Förderung des Bildungswesens ,Sachsen-Anhalt,1995,77475
Förderung des Bildungswesens ,Sachsen-Anhalt,1996,78072
Förderung des Bildungswesens ,Sachsen-Anhalt,1997,87175
Förderung des Bildungswesens ,Sachsen-Anhalt,1998,107744
Förderung des Bildungswesens ,Sachsen-Anhalt,1999,108112
Förderung des Bildungswesens ,Sachsen-Anhalt,2000,103667
Förderung des Bildungswesens ,Sachsen-Anhalt,2001,108927
Förderung des Bildungswesens ,Sachsen-Anhalt,2002,106696
Förderung des Bildungswesens ,Sachsen-Anhalt,2003,107250
Förderung des Bildungswesens ,Sachsen-Anhalt,2004,110999
Förderung des Bildungswesens ,Sachsen-Anhalt,2005,113173
Förderung des Bildungswesens ,Sachsen-Anhalt,2006,112868
Förderung des Bildungswesens ,Sachsen-Anhalt,2007,111448
Förderung des Bildungswesens ,Sachsen-Anhalt,2008,115015
Förderung des Bildungswesens ,Sachsen-Anhalt,2009,124486
Förderung des Bildungswesens ,Sachsen-Anhalt,2010,95102
Förderung des Bildungswesens ,Sachsen-Anhalt,2011,97727
Förderung des Bildungswesens ,Sachsen-Anhalt,"2012
 vorl. Ist",97154
Förderung des Bildungswesens ,Sachsen-Anhalt,"2013
 vorl. Ist",105729
Förderung des Bildungswesens ,Sachsen-Anhalt,"2014
 vorl. Ist",105544
Förderung des Bildungswesens ,Sachsen-Anhalt,"2015
 vorl. Ist",80359
Förderung des Bildungswesens ,Sachsen-Anhalt,"2015
 Soll",85427
Förderung des Bildungswesens ,Sachsen-Anhalt,"2016
 Soll",106641
Förderung des Bildungswesens ,Schleswig-Holstein,1995,59535
Förderung des Bildungswesens ,Schleswig-Holstein,1996,58046
Förderung des Bildungswesens ,Schleswig-Holstein,1997,57333
Förderung des Bildungswesens ,Schleswig-Holstein,1998,55155
Förderung des Bildungswesens ,Schleswig-Holstein,1999,55105
Förderung des Bildungswesens ,Schleswig-Holstein,2000,58653
Förderung des Bildungswesens ,Schleswig-Holstein,2001,62917
Förderung des Bildungswesens ,Schleswig-Holstein,2002,71980
Förderung des Bildungswesens ,Schleswig-Holstein,2003,69053
Förderung des Bildungswesens ,Schleswig-Holstein,2004,73623
Förderung des Bildungswesens ,Schleswig-Holstein,2005,75821
Förderung des Bildungswesens ,Schleswig-Holstein,2006,77235
Förderung des Bildungswesens ,Schleswig-Holstein,2007,74890
Förderung des Bildungswesens ,Schleswig-Holstein,2008,85619
Förderung des Bildungswesens ,Schleswig-Holstein,2009,84208
Förderung des Bildungswesens ,Schleswig-Holstein,2010,82231
Förderung des Bildungswesens ,Schleswig-Holstein,2011,95992
Förderung des Bildungswesens ,Schleswig-Holstein,"2012
 vorl. Ist",89944
Förderung des Bildungswesens ,Schleswig-Holstein,"2013
 vorl. Ist",95611
Förderung des Bildungswesens ,Schleswig-Holstein,"2014
 vorl. Ist",97616
Förderung des Bildungswesens ,Schleswig-Holstein,"2015
 vorl. Ist",67518
Förderung des Bildungswesens ,Schleswig-Holstein,"2015
 Soll",68654
Förderung des Bildungswesens ,Schleswig-Holstein,"2016
 Soll",71140
Förderung des Bildungswesens ,Thüringen,1995,77987
Förderung des Bildungswesens ,Thüringen,1996,81495
Förderung des Bildungswesens ,Thüringen,1997,83666
Förderung des Bildungswesens ,Thüringen,1998,86447
Förderung des Bildungswesens ,Thüringen,1999,81242
Förderung des Bildungswesens ,Thüringen,2000,76811
Förderung des Bildungswesens ,Thüringen,2001,85228
Förderung des Bildungswesens ,Thüringen,2002,83310
Förderung des Bildungswesens ,Thüringen,2003,84632
Förderung des Bildungswesens ,Thüringen,2004,87740
Förderung des Bildungswesens ,Thüringen,2005,84993
Förderung des Bildungswesens ,Thüringen,2006,83728
Förderung des Bildungswesens ,Thüringen,2007,90956
Förderung des Bildungswesens ,Thüringen,2008,83875
Förderung des Bildungswesens ,Thüringen,2009,91741
Förderung des Bildungswesens ,Thüringen,2010,95686
Förderung des Bildungswesens ,Thüringen,2011,100292
Förderung des Bildungswesens ,Thüringen,"2012
 vorl. Ist",98602
Förderung des Bildungswesens ,Thüringen,"2013
 vorl. Ist",105119
Förderung des Bildungswesens ,Thüringen,"2014
 vorl. Ist",97364
Förderung des Bildungswesens ,Thüringen,"2015
 vorl. Ist",74663
Förderung des Bildungswesens ,Thüringen,"2015
 Soll",76180
Förderung des Bildungswesens ,Thüringen,"2016
 Soll",74008
Förderung des Bildungswesens ,Berlin,1995,113631
Förderung des Bildungswesens ,Berlin,1996,100342
Förderung des Bildungswesens ,Berlin,1997,86105
Förderung des Bildungswesens ,Berlin,1998,62431
Förderung des Bildungswesens ,Berlin,1999,58177
Förderung des Bildungswesens ,Berlin,2000,58859
Förderung des Bildungswesens ,Berlin,2001,62145
Förderung des Bildungswesens ,Berlin,2002,76166
Förderung des Bildungswesens ,Berlin,2003,80849
Förderung des Bildungswesens ,Berlin,2004,79882
Förderung des Bildungswesens ,Berlin,2005,85320
Förderung des Bildungswesens ,Berlin,2006,76301
Förderung des Bildungswesens ,Berlin,2007,74740
Förderung des Bildungswesens ,Berlin,2008,78350
Förderung des Bildungswesens ,Berlin,2009,99788
Förderung des Bildungswesens ,Berlin,2010,101068
Förderung des Bildungswesens ,Berlin,2011,107750
Förderung des Bildungswesens ,Berlin,"2012
 vorl. Ist",114053
Förderung des Bildungswesens ,Berlin,"2013
 vorl. Ist",106513
Förderung des Bildungswesens ,Berlin,"2014
 vorl. Ist",103486
Förderung des Bildungswesens ,Berlin,"2015
 vorl. Ist",25894
Förderung des Bildungswesens ,Berlin,"2015
 Soll",66765
Förderung des Bildungswesens ,Berlin,"2016
 Soll",20184
Förderung des Bildungswesens ,Bremen,1995,12300
Förderung des Bildungswesens ,Bremen,1996,10919
Förderung des Bildungswesens ,Bremen,1997,8913
Förderung des Bildungswesens ,Bremen,1998,8356
Förderung des Bildungswesens ,Bremen,1999,8660
Förderung des Bildungswesens ,Bremen,2000,8379
Förderung des Bildungswesens ,Bremen,2001,6972
Förderung des Bildungswesens ,Bremen,2002,11976
Förderung des Bildungswesens ,Bremen,2003,14588
Förderung des Bildungswesens ,Bremen,2004,15775
Förderung des Bildungswesens ,Bremen,2005,13523
Förderung des Bildungswesens ,Bremen,2006,17550
Förderung des Bildungswesens ,Bremen,2007,16695
Förderung des Bildungswesens ,Bremen,2008,6341
Förderung des Bildungswesens ,Bremen,2009,17587
Förderung des Bildungswesens ,Bremen,2010,18309
Förderung des Bildungswesens ,Bremen,2011,21379
Förderung des Bildungswesens ,Bremen,"2012
 vorl. Ist",30610
Förderung des Bildungswesens ,Bremen,"2013
 vorl. Ist",31986
Förderung des Bildungswesens ,Bremen,"2014
 vorl. Ist",36790
Förderung des Bildungswesens ,Bremen,"2015
 vorl. Ist",18454
Förderung des Bildungswesens ,Bremen,"2015
 Soll",31516
Förderung des Bildungswesens ,Bremen,"2016
 Soll",32304
Förderung des Bildungswesens ,Hamburg,1995,42323
Förderung des Bildungswesens ,Hamburg,1996,36191
Förderung des Bildungswesens ,Hamburg,1997,37099
Förderung des Bildungswesens ,Hamburg,1998,58148
Förderung des Bildungswesens ,Hamburg,1999,29323
Förderung des Bildungswesens ,Hamburg,2000,31988
Förderung des Bildungswesens ,Hamburg,2001,34682
Förderung des Bildungswesens ,Hamburg,2002,45886
Förderung des Bildungswesens ,Hamburg,2003,47310
Förderung des Bildungswesens ,Hamburg,2004,53280
Förderung des Bildungswesens ,Hamburg,2005,53191
Förderung des Bildungswesens ,Hamburg,2006,50964
Förderung des Bildungswesens ,Hamburg,2007,52325
Förderung des Bildungswesens ,Hamburg,2008,53638
Förderung des Bildungswesens ,Hamburg,2009,62185
Förderung des Bildungswesens ,Hamburg,2010,74747
Förderung des Bildungswesens ,Hamburg,2011,107628
Förderung des Bildungswesens ,Hamburg,"2012
 vorl. Ist",30009
Förderung des Bildungswesens ,Hamburg,"2013
 vorl. Ist",69551
Förderung des Bildungswesens ,Hamburg,"2014
 vorl. Ist",76089
Förderung des Bildungswesens ,Hamburg,"2015
 vorl. Ist",47485
Förderung des Bildungswesens ,Hamburg,"2015
 Soll",44400
Förderung des Bildungswesens ,Hamburg,"2016
 Soll",56076
Sonstiges Bildungswesen,Bund,1995,479534
Sonstiges Bildungswesen,Bund,1996,523969
Sonstiges Bildungswesen,Bund,1997,501669
Sonstiges Bildungswesen,Bund,1998,449034
Sonstiges Bildungswesen,Bund,1999,447627
Sonstiges Bildungswesen,Bund,2000,450816
Sonstiges Bildungswesen,Bund,2001,421002
Sonstiges Bildungswesen,Bund,2002,410082
Sonstiges Bildungswesen,Bund,2003,407704
Sonstiges Bildungswesen,Bund,2004,472192
Sonstiges Bildungswesen,Bund,2005,469497
Sonstiges Bildungswesen,Bund,2006,461049
Sonstiges Bildungswesen,Bund,2007,461810
Sonstiges Bildungswesen,Bund,2008,461156
Sonstiges Bildungswesen,Bund,2009,471116
Sonstiges Bildungswesen,Bund,2010,530946
Sonstiges Bildungswesen,Bund,2011,623465
Sonstiges Bildungswesen,Bund,"2012
 vorl. Ist",662466
Sonstiges Bildungswesen,Bund,"2013
 vorl. Ist",254669
Sonstiges Bildungswesen,Bund,"2014
 vorl. Ist",261669
Sonstiges Bildungswesen,Bund,"2015
 vorl. Ist",272987
Sonstiges Bildungswesen,Bund,"2015
 Soll",325963
Sonstiges Bildungswesen,Bund,"2016
 Soll",365340
Sonstiges Bildungswesen,Baden-Württemberg,1995,124283
Sonstiges Bildungswesen,Baden-Württemberg,1996,121849
Sonstiges Bildungswesen,Baden-Württemberg,1997,120850
Sonstiges Bildungswesen,Baden-Württemberg,1998,116519
Sonstiges Bildungswesen,Baden-Württemberg,1999,131420
Sonstiges Bildungswesen,Baden-Württemberg,2000,140287
Sonstiges Bildungswesen,Baden-Württemberg,2001,150930
Sonstiges Bildungswesen,Baden-Württemberg,2002,200464
Sonstiges Bildungswesen,Baden-Württemberg,2003,207087
Sonstiges Bildungswesen,Baden-Württemberg,2004,214129
Sonstiges Bildungswesen,Baden-Württemberg,2005,203879
Sonstiges Bildungswesen,Baden-Württemberg,2006,196255
Sonstiges Bildungswesen,Baden-Württemberg,2007,172891
Sonstiges Bildungswesen,Baden-Württemberg,2008,187525
Sonstiges Bildungswesen,Baden-Württemberg,2009,131750
Sonstiges Bildungswesen,Baden-Württemberg,2010,129361
Sonstiges Bildungswesen,Baden-Württemberg,2011,130081
Sonstiges Bildungswesen,Baden-Württemberg,"2012
 vorl. Ist",127150
Sonstiges Bildungswesen,Baden-Württemberg,"2013
 vorl. Ist",129817
Sonstiges Bildungswesen,Baden-Württemberg,"2014
 vorl. Ist",133834
Sonstiges Bildungswesen,Baden-Württemberg,"2015
 vorl. Ist",142775
Sonstiges Bildungswesen,Baden-Württemberg,"2015
 Soll",144677
Sonstiges Bildungswesen,Baden-Württemberg,"2016
 Soll",150460
Sonstiges Bildungswesen,Bayern,1995,128979
Sonstiges Bildungswesen,Bayern,1996,143915
Sonstiges Bildungswesen,Bayern,1997,127533
Sonstiges Bildungswesen,Bayern,1998,131080
Sonstiges Bildungswesen,Bayern,1999,129448
Sonstiges Bildungswesen,Bayern,2000,130996
Sonstiges Bildungswesen,Bayern,2001,136484
Sonstiges Bildungswesen,Bayern,2002,131180
Sonstiges Bildungswesen,Bayern,2003,137749
Sonstiges Bildungswesen,Bayern,2004,124374
Sonstiges Bildungswesen,Bayern,2005,128846
Sonstiges Bildungswesen,Bayern,2006,122422
Sonstiges Bildungswesen,Bayern,2007,120807
Sonstiges Bildungswesen,Bayern,2008,133734
Sonstiges Bildungswesen,Bayern,2009,131868
Sonstiges Bildungswesen,Bayern,2010,144601
Sonstiges Bildungswesen,Bayern,2011,147307
Sonstiges Bildungswesen,Bayern,"2012
 vorl. Ist",148111
Sonstiges Bildungswesen,Bayern,"2013
 vorl. Ist",133327
Sonstiges Bildungswesen,Bayern,"2014
 vorl. Ist",161317
Sonstiges Bildungswesen,Bayern,"2015
 vorl. Ist",173199
Sonstiges Bildungswesen,Bayern,"2015
 Soll",183339
Sonstiges Bildungswesen,Bayern,"2016
 Soll",186336
Sonstiges Bildungswesen,Brandenburg,1995,43598
Sonstiges Bildungswesen,Brandenburg,1996,33992
Sonstiges Bildungswesen,Brandenburg,1997,58657
Sonstiges Bildungswesen,Brandenburg,1998,57698
Sonstiges Bildungswesen,Brandenburg,1999,54837
Sonstiges Bildungswesen,Brandenburg,2000,49554
Sonstiges Bildungswesen,Brandenburg,2001,45379
Sonstiges Bildungswesen,Brandenburg,2002,44272
Sonstiges Bildungswesen,Brandenburg,2003,43507
Sonstiges Bildungswesen,Brandenburg,2004,40830
Sonstiges Bildungswesen,Brandenburg,2005,38237
Sonstiges Bildungswesen,Brandenburg,2006,37568
Sonstiges Bildungswesen,Brandenburg,2007,34677
Sonstiges Bildungswesen,Brandenburg,2008,26044
Sonstiges Bildungswesen,Brandenburg,2009,24363
Sonstiges Bildungswesen,Brandenburg,2010,23392
Sonstiges Bildungswesen,Brandenburg,2011,29758
Sonstiges Bildungswesen,Brandenburg,"2012
 vorl. Ist",19150
Sonstiges Bildungswesen,Brandenburg,"2013
 vorl. Ist",19317
Sonstiges Bildungswesen,Brandenburg,"2014
 vorl. Ist",20123
Sonstiges Bildungswesen,Brandenburg,"2015
 vorl. Ist",19539
Sonstiges Bildungswesen,Brandenburg,"2015
 Soll",26261
Sonstiges Bildungswesen,Brandenburg,"2016
 Soll",26782
Sonstiges Bildungswesen,Hessen,1995,65285
Sonstiges Bildungswesen,Hessen,1996,71781
Sonstiges Bildungswesen,Hessen,1997,79736
Sonstiges Bildungswesen,Hessen,1998,76854
Sonstiges Bildungswesen,Hessen,1999,88155
Sonstiges Bildungswesen,Hessen,2000,83483
Sonstiges Bildungswesen,Hessen,2001,80019
Sonstiges Bildungswesen,Hessen,2002,163423
Sonstiges Bildungswesen,Hessen,2003,167376
Sonstiges Bildungswesen,Hessen,2004,156481
Sonstiges Bildungswesen,Hessen,2005,171306
Sonstiges Bildungswesen,Hessen,2006,166130
Sonstiges Bildungswesen,Hessen,2007,170715
Sonstiges Bildungswesen,Hessen,2008,175995
Sonstiges Bildungswesen,Hessen,2009,74332
Sonstiges Bildungswesen,Hessen,2010,74083
Sonstiges Bildungswesen,Hessen,2011,71139
Sonstiges Bildungswesen,Hessen,"2012
 vorl. Ist",73985
Sonstiges Bildungswesen,Hessen,"2013
 vorl. Ist",74612
Sonstiges Bildungswesen,Hessen,"2014
 vorl. Ist",70647
Sonstiges Bildungswesen,Hessen,"2015
 vorl. Ist",74922
Sonstiges Bildungswesen,Hessen,"2015
 Soll",73356
Sonstiges Bildungswesen,Hessen,"2016
 Soll",77648
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,1995,46665
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,1996,72836
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,1997,64298
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,1998,50208
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,1999,43246
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2000,47111
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2001,45188
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2002,40241
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2003,41336
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2004,45074
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2005,44624
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2006,46916
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2007,26187
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2008,14515
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2009,14687
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2010,18009
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,2011,22884
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2012
 vorl. Ist",24821
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2013
 vorl. Ist",28505
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2014
 vorl. Ist",24197
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2015
 vorl. Ist",28031
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2015
 Soll",19293
Sonstiges Bildungswesen,Mecklenburg-Vorpommern,"2016
 Soll",24887
Sonstiges Bildungswesen,Niedersachsen,1995,120489
Sonstiges Bildungswesen,Niedersachsen,1996,115270
Sonstiges Bildungswesen,Niedersachsen,1997,107898
Sonstiges Bildungswesen,Niedersachsen,1998,111575
Sonstiges Bildungswesen,Niedersachsen,1999,115680
Sonstiges Bildungswesen,Niedersachsen,2000,114466
Sonstiges Bildungswesen,Niedersachsen,2001,123917
Sonstiges Bildungswesen,Niedersachsen,2002,196361
Sonstiges Bildungswesen,Niedersachsen,2003,199699
Sonstiges Bildungswesen,Niedersachsen,2004,204501
Sonstiges Bildungswesen,Niedersachsen,2005,180418
Sonstiges Bildungswesen,Niedersachsen,2006,181924
Sonstiges Bildungswesen,Niedersachsen,2007,188878
Sonstiges Bildungswesen,Niedersachsen,2008,209603
Sonstiges Bildungswesen,Niedersachsen,2009,213552
Sonstiges Bildungswesen,Niedersachsen,2010,135078
Sonstiges Bildungswesen,Niedersachsen,2011,141439
Sonstiges Bildungswesen,Niedersachsen,"2012
 vorl. Ist",144883
Sonstiges Bildungswesen,Niedersachsen,"2013
 vorl. Ist",169166
Sonstiges Bildungswesen,Niedersachsen,"2014
 vorl. Ist",159881
Sonstiges Bildungswesen,Niedersachsen,"2015
 vorl. Ist",163099
Sonstiges Bildungswesen,Niedersachsen,"2015
 Soll",169700
Sonstiges Bildungswesen,Niedersachsen,"2016
 Soll",180094
Sonstiges Bildungswesen,Nordrhein-Westfalen,1995,224806
Sonstiges Bildungswesen,Nordrhein-Westfalen,1996,230340
Sonstiges Bildungswesen,Nordrhein-Westfalen,1997,231187
Sonstiges Bildungswesen,Nordrhein-Westfalen,1998,232910
Sonstiges Bildungswesen,Nordrhein-Westfalen,1999,263402
Sonstiges Bildungswesen,Nordrhein-Westfalen,2000,266225
Sonstiges Bildungswesen,Nordrhein-Westfalen,2001,264536
Sonstiges Bildungswesen,Nordrhein-Westfalen,2002,251845
Sonstiges Bildungswesen,Nordrhein-Westfalen,2003,450745
Sonstiges Bildungswesen,Nordrhein-Westfalen,2004,449115
Sonstiges Bildungswesen,Nordrhein-Westfalen,2005,377049
Sonstiges Bildungswesen,Nordrhein-Westfalen,2006,460199
Sonstiges Bildungswesen,Nordrhein-Westfalen,2007,458595
Sonstiges Bildungswesen,Nordrhein-Westfalen,2008,474287
Sonstiges Bildungswesen,Nordrhein-Westfalen,2009,481156
Sonstiges Bildungswesen,Nordrhein-Westfalen,2010,271442
Sonstiges Bildungswesen,Nordrhein-Westfalen,2011,303720
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2012
 vorl. Ist",315476
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2013
 vorl. Ist",314301
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2014
 vorl. Ist",300359
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2015
 vorl. Ist",310954
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2015
 Soll",317923
Sonstiges Bildungswesen,Nordrhein-Westfalen,"2016
 Soll",342626
Sonstiges Bildungswesen,Rheinland-Pfalz,1995,28679
Sonstiges Bildungswesen,Rheinland-Pfalz,1996,28642
Sonstiges Bildungswesen,Rheinland-Pfalz,1997,30953
Sonstiges Bildungswesen,Rheinland-Pfalz,1998,33679
Sonstiges Bildungswesen,Rheinland-Pfalz,1999,32703
Sonstiges Bildungswesen,Rheinland-Pfalz,2000,38096
Sonstiges Bildungswesen,Rheinland-Pfalz,2001,36788
Sonstiges Bildungswesen,Rheinland-Pfalz,2002,91625
Sonstiges Bildungswesen,Rheinland-Pfalz,2003,88316
Sonstiges Bildungswesen,Rheinland-Pfalz,2004,89521
Sonstiges Bildungswesen,Rheinland-Pfalz,2005,93683
Sonstiges Bildungswesen,Rheinland-Pfalz,2006,97315
Sonstiges Bildungswesen,Rheinland-Pfalz,2007,98205
Sonstiges Bildungswesen,Rheinland-Pfalz,2008,100798
Sonstiges Bildungswesen,Rheinland-Pfalz,2009,102309
Sonstiges Bildungswesen,Rheinland-Pfalz,2010,109281
Sonstiges Bildungswesen,Rheinland-Pfalz,2011,81185
Sonstiges Bildungswesen,Rheinland-Pfalz,"2012
 vorl. Ist",85704
Sonstiges Bildungswesen,Rheinland-Pfalz,"2013
 vorl. Ist",90410
Sonstiges Bildungswesen,Rheinland-Pfalz,"2014
 vorl. Ist",90972
Sonstiges Bildungswesen,Rheinland-Pfalz,"2015
 vorl. Ist",92093
Sonstiges Bildungswesen,Rheinland-Pfalz,"2015
 Soll",90327
Sonstiges Bildungswesen,Rheinland-Pfalz,"2016
 Soll",84398
Sonstiges Bildungswesen,Saarland,1995,8745
Sonstiges Bildungswesen,Saarland,1996,8993
Sonstiges Bildungswesen,Saarland,1997,7511
Sonstiges Bildungswesen,Saarland,1998,7384
Sonstiges Bildungswesen,Saarland,1999,8208
Sonstiges Bildungswesen,Saarland,2000,8597
Sonstiges Bildungswesen,Saarland,2001,8389
Sonstiges Bildungswesen,Saarland,2002,16410
Sonstiges Bildungswesen,Saarland,2003,16735
Sonstiges Bildungswesen,Saarland,2004,17109
Sonstiges Bildungswesen,Saarland,2005,17494
Sonstiges Bildungswesen,Saarland,2006,16889
Sonstiges Bildungswesen,Saarland,2007,16950
Sonstiges Bildungswesen,Saarland,2008,14501
Sonstiges Bildungswesen,Saarland,2009,13535
Sonstiges Bildungswesen,Saarland,2010,9701
Sonstiges Bildungswesen,Saarland,2011,9533
Sonstiges Bildungswesen,Saarland,"2012
 vorl. Ist",10724
Sonstiges Bildungswesen,Saarland,"2013
 vorl. Ist",12853
Sonstiges Bildungswesen,Saarland,"2014
 vorl. Ist",13110
Sonstiges Bildungswesen,Saarland,"2015
 vorl. Ist",13235
Sonstiges Bildungswesen,Saarland,"2015
 Soll",13303
Sonstiges Bildungswesen,Saarland,"2016
 Soll",13671
Sonstiges Bildungswesen,Sachsen,1995,-49287
Sonstiges Bildungswesen,Sachsen,1996,-39190
Sonstiges Bildungswesen,Sachsen,1997,36747
Sonstiges Bildungswesen,Sachsen,1998,32074
Sonstiges Bildungswesen,Sachsen,1999,33633
Sonstiges Bildungswesen,Sachsen,2000,36932
Sonstiges Bildungswesen,Sachsen,2001,42270
Sonstiges Bildungswesen,Sachsen,2002,44956
Sonstiges Bildungswesen,Sachsen,2003,48355
Sonstiges Bildungswesen,Sachsen,2004,56345
Sonstiges Bildungswesen,Sachsen,2005,61936
Sonstiges Bildungswesen,Sachsen,2006,54776
Sonstiges Bildungswesen,Sachsen,2007,53688
Sonstiges Bildungswesen,Sachsen,2008,54013
Sonstiges Bildungswesen,Sachsen,2009,64718
Sonstiges Bildungswesen,Sachsen,2010,70411
Sonstiges Bildungswesen,Sachsen,2011,66449
Sonstiges Bildungswesen,Sachsen,"2012
 vorl. Ist",28865
Sonstiges Bildungswesen,Sachsen,"2013
 vorl. Ist",18986
Sonstiges Bildungswesen,Sachsen,"2014
 vorl. Ist",18943
Sonstiges Bildungswesen,Sachsen,"2015
 vorl. Ist",21192
Sonstiges Bildungswesen,Sachsen,"2015
 Soll",25812
Sonstiges Bildungswesen,Sachsen,"2016
 Soll",27963
Sonstiges Bildungswesen,Sachsen-Anhalt,1995,16626
Sonstiges Bildungswesen,Sachsen-Anhalt,1996,23357
Sonstiges Bildungswesen,Sachsen-Anhalt,1997,23249
Sonstiges Bildungswesen,Sachsen-Anhalt,1998,23595
Sonstiges Bildungswesen,Sachsen-Anhalt,1999,20675
Sonstiges Bildungswesen,Sachsen-Anhalt,2000,19100
Sonstiges Bildungswesen,Sachsen-Anhalt,2001,16636
Sonstiges Bildungswesen,Sachsen-Anhalt,2002,16234
Sonstiges Bildungswesen,Sachsen-Anhalt,2003,18576
Sonstiges Bildungswesen,Sachsen-Anhalt,2004,15677
Sonstiges Bildungswesen,Sachsen-Anhalt,2005,16333
Sonstiges Bildungswesen,Sachsen-Anhalt,2006,13881
Sonstiges Bildungswesen,Sachsen-Anhalt,2007,14725
Sonstiges Bildungswesen,Sachsen-Anhalt,2008,15492
Sonstiges Bildungswesen,Sachsen-Anhalt,2009,19176
Sonstiges Bildungswesen,Sachsen-Anhalt,2010,22967
Sonstiges Bildungswesen,Sachsen-Anhalt,2011,26424
Sonstiges Bildungswesen,Sachsen-Anhalt,"2012
 vorl. Ist",22429
Sonstiges Bildungswesen,Sachsen-Anhalt,"2013
 vorl. Ist",23209
Sonstiges Bildungswesen,Sachsen-Anhalt,"2014
 vorl. Ist",23380
Sonstiges Bildungswesen,Sachsen-Anhalt,"2015
 vorl. Ist",28937
Sonstiges Bildungswesen,Sachsen-Anhalt,"2015
 Soll",38428
Sonstiges Bildungswesen,Sachsen-Anhalt,"2016
 Soll",68018
Sonstiges Bildungswesen,Schleswig-Holstein,1995,36118
Sonstiges Bildungswesen,Schleswig-Holstein,1996,36113
Sonstiges Bildungswesen,Schleswig-Holstein,1997,34992
Sonstiges Bildungswesen,Schleswig-Holstein,1998,35985
Sonstiges Bildungswesen,Schleswig-Holstein,1999,42454
Sonstiges Bildungswesen,Schleswig-Holstein,2000,41431
Sonstiges Bildungswesen,Schleswig-Holstein,2001,22066
Sonstiges Bildungswesen,Schleswig-Holstein,2002,34997
Sonstiges Bildungswesen,Schleswig-Holstein,2003,36797
Sonstiges Bildungswesen,Schleswig-Holstein,2004,37494
Sonstiges Bildungswesen,Schleswig-Holstein,2005,35814
Sonstiges Bildungswesen,Schleswig-Holstein,2006,34440
Sonstiges Bildungswesen,Schleswig-Holstein,2007,33828
Sonstiges Bildungswesen,Schleswig-Holstein,2008,34016
Sonstiges Bildungswesen,Schleswig-Holstein,2009,33177
Sonstiges Bildungswesen,Schleswig-Holstein,2010,30175
Sonstiges Bildungswesen,Schleswig-Holstein,2011,28379
Sonstiges Bildungswesen,Schleswig-Holstein,"2012
 vorl. Ist",29966
Sonstiges Bildungswesen,Schleswig-Holstein,"2013
 vorl. Ist",29742
Sonstiges Bildungswesen,Schleswig-Holstein,"2014
 vorl. Ist",30082
Sonstiges Bildungswesen,Schleswig-Holstein,"2015
 vorl. Ist",31931
Sonstiges Bildungswesen,Schleswig-Holstein,"2015
 Soll",33822
Sonstiges Bildungswesen,Schleswig-Holstein,"2016
 Soll",38219
Sonstiges Bildungswesen,Thüringen,1995,49194
Sonstiges Bildungswesen,Thüringen,1996,54352
Sonstiges Bildungswesen,Thüringen,1997,44390
Sonstiges Bildungswesen,Thüringen,1998,49944
Sonstiges Bildungswesen,Thüringen,1999,48063
Sonstiges Bildungswesen,Thüringen,2000,53947
Sonstiges Bildungswesen,Thüringen,2001,43149
Sonstiges Bildungswesen,Thüringen,2002,45396
Sonstiges Bildungswesen,Thüringen,2003,42943
Sonstiges Bildungswesen,Thüringen,2004,39604
Sonstiges Bildungswesen,Thüringen,2005,31742
Sonstiges Bildungswesen,Thüringen,2006,31556
Sonstiges Bildungswesen,Thüringen,2007,32879
Sonstiges Bildungswesen,Thüringen,2008,36179
Sonstiges Bildungswesen,Thüringen,2009,42641
