Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Bremen,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Hamburg,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Hessen,8
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Niedersachsen,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Rheinland-Pfalz,178
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Saarland,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Sachsen,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Schleswig-Holstein,17
Altgriechisch,Gymnasien (G9),9. Klassenstufe,Thüringen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Baden-Württemberg,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Bayern,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Berlin,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Brandenburg,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Bremen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Hamburg,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Hessen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Niedersachsen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Rheinland-Pfalz,161
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Saarland,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Sachsen,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Schleswig-Holstein,16
Altgriechisch,Gymnasien (G9),10. Klassenstufe,Thüringen,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Baden-Württemberg,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Bayern,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Berlin,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Brandenburg,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Bremen,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Hamburg,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Hessen,168
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Niedersachsen,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Rheinland-Pfalz,96
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Saarland,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Sachsen,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Schleswig-Holstein,0
Altgriechisch,Gymnasien (G9),11. Klassenstufe,Thüringen,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Baden-Württemberg,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Bayern,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Berlin,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Brandenburg,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Bremen,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Hamburg,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Hessen,100
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Niedersachsen,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Rheinland-Pfalz,105
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Saarland,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Sachsen,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Schleswig-Holstein,0
Altgriechisch,Gymnasien (G9),12. Klassenstufe,Thüringen,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Baden-Württemberg,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Bayern,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Berlin,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Brandenburg,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Bremen,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Hamburg,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Hessen,88
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Niedersachsen,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Rheinland-Pfalz,122
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Saarland,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Sachsen,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Schleswig-Holstein,40
Altgriechisch,Gymnasien (G9),13. Klassenstufe,Thüringen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Baden-Württemberg,3
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Bayern,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Berlin,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Brandenburg,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Bremen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Hamburg,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Hessen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Niedersachsen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Rheinland-Pfalz,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Saarland,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Sachsen,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Schleswig-Holstein,0
Altgriechisch,Integrierte Gesamtschulen,9. Klassenstufe,Thüringen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Baden-Württemberg,1
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Bayern,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Berlin,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Brandenburg,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Bremen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Hamburg,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Hessen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Niedersachsen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Rheinland-Pfalz,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Saarland,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Sachsen,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Schleswig-Holstein,0
Altgriechisch,Integrierte Gesamtschulen,10. Klassenstufe,Thüringen,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Baden-Württemberg,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Bayern,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Berlin,1
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Brandenburg,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Bremen,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Hamburg,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Hessen,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Niedersachsen,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Nordrhein-Westfalen,2
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Rheinland-Pfalz,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Saarland,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Sachsen,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Sachsen-Anhalt,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Schleswig-Holstein,0
Altgriechisch,Integrierte Gesamtschulen,11. Jahrgangsstufe,Thüringen,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Baden-Württemberg,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Bayern,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Berlin,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Brandenburg,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Bremen,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Hamburg,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Hessen,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Niedersachsen,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Nordrhein-Westfalen,19
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Rheinland-Pfalz,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Saarland,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Sachsen,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Sachsen-Anhalt,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Schleswig-Holstein,0
Altgriechisch,Integrierte Gesamtschulen,12. Jahrgangsstufe,Thüringen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Baden-Württemberg,76
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Bayern,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Berlin,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Brandenburg,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Bremen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Hamburg,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Hessen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Niedersachsen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Nordrhein-Westfalen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Rheinland-Pfalz,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Saarland,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Sachsen,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Sachsen-Anhalt,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Schleswig-Holstein,0
Altgriechisch,Freie Waldorfschulen,5. Klassenstufe,Thüringen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Baden-Württemberg,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Bayern,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Berlin,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Brandenburg,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Bremen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Hamburg,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Hessen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Mecklenburg-Vorpommern,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Niedersachsen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Nordrhein-Westfalen,48
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Rheinland-Pfalz,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Saarland,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Sachsen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Sachsen-Anhalt,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Schleswig-Holstein,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich I,Thüringen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Baden-Württemberg,1
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Bayern,1
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Berlin,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Brandenburg,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Bremen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Hamburg,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Hessen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Mecklenburg-Vorpommern,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Niedersachsen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Nordrhein-Westfalen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Rheinland-Pfalz,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Saarland,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Sachsen,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Sachsen-Anhalt,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Schleswig-Holstein,0
Altgriechisch,Abendschulen und Kollegs,Sekundarbereich II,Thüringen,0
Spanisch,Grundschulen,1. Klassenstufe,Baden-Württemberg,0
Spanisch,Grundschulen,1. Klassenstufe,Bayern,10
Spanisch,Grundschulen,1. Klassenstufe,Berlin,0
Spanisch,Grundschulen,1. Klassenstufe,Brandenburg,2
Spanisch,Grundschulen,1. Klassenstufe,Bremen,0
Spanisch,Grundschulen,1. Klassenstufe,Hamburg,47
Spanisch,Grundschulen,1. Klassenstufe,Hessen,95
Spanisch,Grundschulen,1. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Grundschulen,1. Klassenstufe,Niedersachsen,8
Spanisch,Grundschulen,1. Klassenstufe,Nordrhein-Westfalen,26
Spanisch,Grundschulen,1. Klassenstufe,Rheinland-Pfalz,20
Spanisch,Grundschulen,1. Klassenstufe,Saarland,0
Spanisch,Grundschulen,1. Klassenstufe,Sachsen,5
Spanisch,Grundschulen,1. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Grundschulen,1. Klassenstufe,Schleswig-Holstein,0
Spanisch,Grundschulen,1. Klassenstufe,Thüringen,0
Spanisch,Grundschulen,2. Klassenstufe,Baden-Württemberg,0
Spanisch,Grundschulen,2. Klassenstufe,Bayern,4
Spanisch,Grundschulen,2. Klassenstufe,Berlin,0
Spanisch,Grundschulen,2. Klassenstufe,Brandenburg,10
Spanisch,Grundschulen,2. Klassenstufe,Bremen,0
Spanisch,Grundschulen,2. Klassenstufe,Hamburg,44
Spanisch,Grundschulen,2. Klassenstufe,Hessen,105
Spanisch,Grundschulen,2. Klassenstufe,Mecklenburg-Vorpommern,30
Spanisch,Grundschulen,2. Klassenstufe,Niedersachsen,6
Spanisch,Grundschulen,2. Klassenstufe,Nordrhein-Westfalen,30
Spanisch,Grundschulen,2. Klassenstufe,Rheinland-Pfalz,19
Spanisch,Grundschulen,2. Klassenstufe,Saarland,0
Spanisch,Grundschulen,2. Klassenstufe,Sachsen,5
Spanisch,Grundschulen,2. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Grundschulen,2. Klassenstufe,Schleswig-Holstein,0
Spanisch,Grundschulen,2. Klassenstufe,Thüringen,0
Spanisch,Grundschulen,3. Klassenstufe,Baden-Württemberg,0
Spanisch,Grundschulen,3. Klassenstufe,Bayern,9
Spanisch,Grundschulen,3. Klassenstufe,Berlin,0
Spanisch,Grundschulen,3. Klassenstufe,Brandenburg,194
Spanisch,Grundschulen,3. Klassenstufe,Bremen,0
Spanisch,Grundschulen,3. Klassenstufe,Hamburg,44
Spanisch,Grundschulen,3. Klassenstufe,Hessen,115
Spanisch,Grundschulen,3. Klassenstufe,Mecklenburg-Vorpommern,37
Spanisch,Grundschulen,3. Klassenstufe,Niedersachsen,13
Spanisch,Grundschulen,3. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Grundschulen,3. Klassenstufe,Rheinland-Pfalz,16
Spanisch,Grundschulen,3. Klassenstufe,Saarland,0
Spanisch,Grundschulen,3. Klassenstufe,Sachsen,137
Spanisch,Grundschulen,3. Klassenstufe,Sachsen-Anhalt,12
Spanisch,Grundschulen,3. Klassenstufe,Schleswig-Holstein,0
Spanisch,Grundschulen,3. Klassenstufe,Thüringen,0
Spanisch,Grundschulen,4. Klassenstufe,Baden-Württemberg,0
Spanisch,Grundschulen,4. Klassenstufe,Bayern,8
Spanisch,Grundschulen,4. Klassenstufe,Berlin,0
Spanisch,Grundschulen,4. Klassenstufe,Brandenburg,169
Spanisch,Grundschulen,4. Klassenstufe,Bremen,0
Spanisch,Grundschulen,4. Klassenstufe,Hamburg,47
Spanisch,Grundschulen,4. Klassenstufe,Hessen,137
Spanisch,Grundschulen,4. Klassenstufe,Mecklenburg-Vorpommern,34
Spanisch,Grundschulen,4. Klassenstufe,Niedersachsen,0
Spanisch,Grundschulen,4. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Grundschulen,4. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Grundschulen,4. Klassenstufe,Saarland,0
Spanisch,Grundschulen,4. Klassenstufe,Sachsen,179
Spanisch,Grundschulen,4. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Grundschulen,4. Klassenstufe,Schleswig-Holstein,0
Spanisch,Grundschulen,4. Klassenstufe,Thüringen,0
Spanisch,Grundschulen,Bereich unbekannt,Baden-Württemberg,80
Spanisch,Grundschulen,Bereich unbekannt,Bayern,0
Spanisch,Grundschulen,Bereich unbekannt,Berlin,0
Spanisch,Grundschulen,Bereich unbekannt,Brandenburg,0
Spanisch,Grundschulen,Bereich unbekannt,Bremen,0
Spanisch,Grundschulen,Bereich unbekannt,Hamburg,0
Spanisch,Grundschulen,Bereich unbekannt,Hessen,0
Spanisch,Grundschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Spanisch,Grundschulen,Bereich unbekannt,Niedersachsen,0
Spanisch,Grundschulen,Bereich unbekannt,Nordrhein-Westfalen,1023
Spanisch,Grundschulen,Bereich unbekannt,Rheinland-Pfalz,0
Spanisch,Grundschulen,Bereich unbekannt,Saarland,0
Spanisch,Grundschulen,Bereich unbekannt,Sachsen,0
Spanisch,Grundschulen,Bereich unbekannt,Sachsen-Anhalt,0
Spanisch,Grundschulen,Bereich unbekannt,Schleswig-Holstein,0
Spanisch,Grundschulen,Bereich unbekannt,Thüringen,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Baden-Württemberg,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Bayern,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Berlin,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Brandenburg,183
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Bremen,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Hamburg,10
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Hessen,22
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Niedersachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Saarland,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Sachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Schleswig-Holstein,0
Spanisch,Schulartunabhängige Orientierungsstufe,5. Klassenstufe,Thüringen,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Baden-Württemberg,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Bayern,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Berlin,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Brandenburg,169
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Bremen,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Hamburg,21
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Hessen,20
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Niedersachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Saarland,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Sachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Schleswig-Holstein,0
Spanisch,Schulartunabhängige Orientierungsstufe,6. Klassenstufe,Thüringen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Baden-Württemberg,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Bayern,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Berlin,401
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Brandenburg,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Bremen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Hamburg,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Hessen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Mecklenburg-Vorpommern,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Niedersachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Nordrhein-Westfalen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Rheinland-Pfalz,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Saarland,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Sachsen,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Sachsen-Anhalt,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Schleswig-Holstein,0
Spanisch,Schulartunabhängige Orientierungsstufe,Bereich unbekannt,Thüringen,0
Spanisch,Hauptschulen,5. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,5. Klassenstufe,Bayern,16
Spanisch,Hauptschulen,5. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,5. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,5. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,5. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,5. Klassenstufe,Hessen,0
Spanisch,Hauptschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,5. Klassenstufe,Niedersachsen,0
Spanisch,Hauptschulen,5. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,5. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Hauptschulen,5. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,5. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,5. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,5. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,5. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,6. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,6. Klassenstufe,Bayern,95
Spanisch,Hauptschulen,6. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,6. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,6. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,6. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,6. Klassenstufe,Hessen,0
Spanisch,Hauptschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,6. Klassenstufe,Niedersachsen,0
Spanisch,Hauptschulen,6. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,6. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Hauptschulen,6. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,6. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,6. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,6. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,6. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,7. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,7. Klassenstufe,Bayern,157
Spanisch,Hauptschulen,7. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,7. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,7. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,7. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,7. Klassenstufe,Hessen,5
Spanisch,Hauptschulen,7. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,7. Klassenstufe,Niedersachsen,0
Spanisch,Hauptschulen,7. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,7. Klassenstufe,Rheinland-Pfalz,0
