Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Sachsen,7
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,6. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Brandenburg,11
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Sachsen,4
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,7. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Brandenburg,17
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Bremen,33
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Sachsen,14
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,8. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Brandenburg,16
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Nordrhein-Westfalen,21
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,9. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Berlin,1
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Brandenburg,15
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Bremen,31
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Nordrhein-Westfalen,18
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,10. Klassenstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Brandenburg,15
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Nordrhein-Westfalen,36
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,11. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Brandenburg,10
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Nordrhein-Westfalen,33
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,12. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Baden-Württemberg,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Bayern,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Berlin,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Brandenburg,2
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Bremen,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Hamburg,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Hessen,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Niedersachsen,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Nordrhein-Westfalen,18
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Saarland,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Sachsen,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Schleswig-Holstein,0
Sonstige Sprachen,Freie Waldorfschulen,13. Jahrgangsstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Bayern,2
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Hamburg,15
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Schleswig-Holstein,13
Sonstige Sprachen,Förderschulen,1. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Bayern,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Hamburg,7
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Schleswig-Holstein,15
Sonstige Sprachen,Förderschulen,2. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Bayern,2
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Hamburg,5
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Schleswig-Holstein,17
Sonstige Sprachen,Förderschulen,3. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Bayern,3
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Hamburg,8
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Schleswig-Holstein,15
Sonstige Sprachen,Förderschulen,4. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Bayern,26
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Hamburg,9
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Schleswig-Holstein,18
Sonstige Sprachen,Förderschulen,5. Klassenstufe,Thüringen,7
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Bayern,3
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Hamburg,2
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Schleswig-Holstein,34
Sonstige Sprachen,Förderschulen,6. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Bayern,4
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Hamburg,17
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Nordrhein-Westfalen,8
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Schleswig-Holstein,25
Sonstige Sprachen,Förderschulen,7. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Bayern,25
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Brandenburg,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Hamburg,12
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Mecklenburg-Vorpommern,1
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Schleswig-Holstein,31
Sonstige Sprachen,Förderschulen,8. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Bayern,5
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Brandenburg,3
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Hamburg,12
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Mecklenburg-Vorpommern,1
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Nordrhein-Westfalen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Schleswig-Holstein,42
Sonstige Sprachen,Förderschulen,9. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Bayern,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Berlin,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Brandenburg,4
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Bremen,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Hamburg,20
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Hessen,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Mecklenburg-Vorpommern,5
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Niedersachsen,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Nordrhein-Westfalen,8
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Saarland,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Sachsen,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Schleswig-Holstein,0
Sonstige Sprachen,Förderschulen,10. Klassenstufe,Thüringen,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Baden-Württemberg,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Bayern,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Berlin,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Brandenburg,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Bremen,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Hamburg,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Hessen,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Niedersachsen,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Nordrhein-Westfalen,6
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Rheinland-Pfalz,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Saarland,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Sachsen,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Sachsen-Anhalt,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Schleswig-Holstein,0
Sonstige Sprachen,Förderschulen,Bereich unbekannt,Thüringen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Baden-Württemberg,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Bayern,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Berlin,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Brandenburg,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Bremen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Hamburg,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Hessen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Niedersachsen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Nordrhein-Westfalen,75
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Rheinland-Pfalz,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Saarland,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Sachsen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Sachsen-Anhalt,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Schleswig-Holstein,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich I,Thüringen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Baden-Württemberg,4
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Bayern,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Berlin,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Brandenburg,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Bremen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Hamburg,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Hessen,27
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Mecklenburg-Vorpommern,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Niedersachsen,0
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Nordrhein-Westfalen,897
Sonstige Sprachen,Abendschulen und Kollegs,Sekundarbereich II,Rheinland-Pfalz,0
