Schulart,jahr,anzahl,Land
Realschulen,2009,171,Schleswig-Holstein
Realschulen,2010,164,Schleswig-Holstein
Realschulen,2011,157,Schleswig-Holstein
Realschulen,2012,148,Schleswig-Holstein
Realschulen,2013,78,Schleswig-Holstein
Realschulen,2014,30,Schleswig-Holstein
Realschulen,2015,2,Schleswig-Holstein
Gymnasien,1992,99,Schleswig-Holstein
Gymnasien,2007,108,Schleswig-Holstein
Gymnasien,2008,110,Schleswig-Holstein
Gymnasien,2009,110,Schleswig-Holstein
Gymnasien,2010,107,Schleswig-Holstein
Gymnasien,2011,107,Schleswig-Holstein
Gymnasien,2012,107,Schleswig-Holstein
Gymnasien,2013,107,Schleswig-Holstein
Gymnasien,2014,106,Schleswig-Holstein
Gymnasien,2015,105,Schleswig-Holstein
Integrierte Gesamtschulen,1992,19,Schleswig-Holstein
Integrierte Gesamtschulen,2007,26,Schleswig-Holstein
Integrierte Gesamtschulen,2008,125,Schleswig-Holstein
Integrierte Gesamtschulen,2009,162,Schleswig-Holstein
Integrierte Gesamtschulen,2010,183,Schleswig-Holstein
Integrierte Gesamtschulen,2011,186,Schleswig-Holstein
Integrierte Gesamtschulen,2012,188,Schleswig-Holstein
Integrierte Gesamtschulen,2013,201,Schleswig-Holstein
Integrierte Gesamtschulen,2014,250,Schleswig-Holstein
Integrierte Gesamtschulen,2015,246,Schleswig-Holstein
Freie Waldorfschulen,1992,6,Schleswig-Holstein
Freie Waldorfschulen,2007,11,Schleswig-Holstein
Freie Waldorfschulen,2008,11,Schleswig-Holstein
Freie Waldorfschulen,2009,12,Schleswig-Holstein
Freie Waldorfschulen,2010,11,Schleswig-Holstein
Freie Waldorfschulen,2011,11,Schleswig-Holstein
Freie Waldorfschulen,2012,12,Schleswig-Holstein
Freie Waldorfschulen,2013,12,Schleswig-Holstein
Freie Waldorfschulen,2014,12,Schleswig-Holstein
Freie Waldorfschulen,2015,12,Schleswig-Holstein
Förderschulen,1992,158,Schleswig-Holstein
Förderschulen,2007,154,Schleswig-Holstein
Förderschulen,2008,142,Schleswig-Holstein
Förderschulen,2009,141,Schleswig-Holstein
Förderschulen,2010,144,Schleswig-Holstein
Förderschulen,2011,142,Schleswig-Holstein
Förderschulen,2012,135,Schleswig-Holstein
Förderschulen,2013,119,Schleswig-Holstein
Förderschulen,2014,129,Schleswig-Holstein
Förderschulen,2015,114,Schleswig-Holstein
Abendrealschulen,1992,5,Schleswig-Holstein
Abendrealschulen,2007,0,Schleswig-Holstein
Abendrealschulen,2008,0,Schleswig-Holstein
Abendrealschulen,2009,0,Schleswig-Holstein
Abendrealschulen,2010,0,Schleswig-Holstein
Abendrealschulen,2011,0,Schleswig-Holstein
Abendrealschulen,2012,0,Schleswig-Holstein
Abendrealschulen,2013,0,Schleswig-Holstein
Abendrealschulen,2014,0,Schleswig-Holstein
Abendrealschulen,2015,0,Schleswig-Holstein
Abendgymnasien,1992,3,Schleswig-Holstein
Abendgymnasien,2007,3,Schleswig-Holstein
Abendgymnasien,2008,3,Schleswig-Holstein
Abendgymnasien,2009,3,Schleswig-Holstein
Abendgymnasien,2010,3,Schleswig-Holstein
Abendgymnasien,2011,3,Schleswig-Holstein
Abendgymnasien,2012,3,Schleswig-Holstein
Abendgymnasien,2013,3,Schleswig-Holstein
Abendgymnasien,2014,3,Schleswig-Holstein
Abendgymnasien,2015,3,Schleswig-Holstein
Grundschulen,1992,767,Thüringen
Grundschulen,2007,472,Thüringen
Grundschulen,2008,470,Thüringen
Grundschulen,2009,467,Thüringen
Grundschulen,2010,473,Thüringen
Grundschulen,2011,467,Thüringen
Grundschulen,2012,464,Thüringen
Grundschulen,2013,461,Thüringen
Grundschulen,2014,458,Thüringen
Grundschulen,2015,451,Thüringen
Hauptschulen,1992,1,Thüringen
Hauptschulen,2007,0,Thüringen
Hauptschulen,2008,0,Thüringen
Hauptschulen,2009,0,Thüringen
Hauptschulen,2010,0,Thüringen
Hauptschulen,2011,0,Thüringen
Hauptschulen,2012,0,Thüringen
Hauptschulen,2013,0,Thüringen
Hauptschulen,2014,0,Thüringen
Hauptschulen,2015,0,Thüringen
Schularten mit mehreren Bildungsgängen,1992,455,Thüringen
Schularten mit mehreren Bildungsgängen,2007,245,Thüringen
Schularten mit mehreren Bildungsgängen,2008,245,Thüringen
Schularten mit mehreren Bildungsgängen,2009,246,Thüringen
Schularten mit mehreren Bildungsgängen,2010,245,Thüringen
Schularten mit mehreren Bildungsgängen,2011,236,Thüringen
Schularten mit mehreren Bildungsgängen,2012,230,Thüringen
Schularten mit mehreren Bildungsgängen,2013,225,Thüringen
Schularten mit mehreren Bildungsgängen,2014,217,Thüringen
Schularten mit mehreren Bildungsgängen,2015,210,Thüringen
Gymnasien,1992,110,Thüringen
Gymnasien,2007,99,Thüringen
Gymnasien,2008,97,Thüringen
Gymnasien,2009,98,Thüringen
Gymnasien,2010,99,Thüringen
Gymnasien,2011,99,Thüringen
Gymnasien,2012,99,Thüringen
Gymnasien,2013,99,Thüringen
Gymnasien,2014,99,Thüringen
Gymnasien,2015,100,Thüringen
Integrierte Gesamtschulen,1992,3,Thüringen
Integrierte Gesamtschulen,2007,7,Thüringen
Integrierte Gesamtschulen,2008,7,Thüringen
Integrierte Gesamtschulen,2009,9,Thüringen
Integrierte Gesamtschulen,2010,9,Thüringen
Integrierte Gesamtschulen,2011,21,Thüringen
Integrierte Gesamtschulen,2012,30,Thüringen
Integrierte Gesamtschulen,2013,39,Thüringen
Integrierte Gesamtschulen,2014,52,Thüringen
Integrierte Gesamtschulen,2015,59,Thüringen
Freie Waldorfschulen,1992,2,Thüringen
Freie Waldorfschulen,2007,5,Thüringen
Freie Waldorfschulen,2008,5,Thüringen
Freie Waldorfschulen,2009,5,Thüringen
Freie Waldorfschulen,2010,5,Thüringen
Freie Waldorfschulen,2011,5,Thüringen
Freie Waldorfschulen,2012,5,Thüringen
Freie Waldorfschulen,2013,5,Thüringen
Freie Waldorfschulen,2014,5,Thüringen
Freie Waldorfschulen,2015,5,Thüringen
Förderschulen,1992,114,Thüringen
Förderschulen,2007,94,Thüringen
Förderschulen,2008,90,Thüringen
Förderschulen,2009,90,Thüringen
Förderschulen,2010,89,Thüringen
Förderschulen,2011,85,Thüringen
Förderschulen,2012,81,Thüringen
Förderschulen,2013,81,Thüringen
Förderschulen,2014,81,Thüringen
Förderschulen,2015,81,Thüringen
Kollegs,1992,2,Thüringen
Kollegs,2007,2,Thüringen
Kollegs,2008,2,Thüringen
Kollegs,2009,2,Thüringen
Kollegs,2010,2,Thüringen
Kollegs,2011,2,Thüringen
Kollegs,2012,2,Thüringen
Kollegs,2013,2,Thüringen
Kollegs,2014,2,Thüringen
Kollegs,2015,2,Thüringen
Vorklassen,1992,1268,Deutschland
Vorklassen,2007,264,Deutschland
Vorklassen,2008,267,Deutschland
Vorklassen,2009,273,Deutschland
Vorklassen,2010,280,Deutschland
Vorklassen,2011,277,Deutschland
Vorklassen,2012,282,Deutschland
Vorklassen,2013,283,Deutschland
Vorklassen,2014,285,Deutschland
Vorklassen,2015,285,Deutschland
Schulkindergärten,1992,2605,Deutschland
Schulkindergärten,2007,1334,Deutschland
Schulkindergärten,2008,1341,Deutschland
Schulkindergärten,2009,1295,Deutschland
Schulkindergärten,2010,1247,Deutschland
Schulkindergärten,2011,1123,Deutschland
Schulkindergärten,2012,1081,Deutschland
Schulkindergärten,2013,1046,Deutschland
Schulkindergärten,2014,999,Deutschland
Schulkindergärten,2015,984,Deutschland
Grundschulen,1992,17941,Deutschland
Grundschulen,2007,16649,Deutschland
Grundschulen,2008,16500,Deutschland
Grundschulen,2009,16431,Deutschland
Grundschulen,2010,16290,Deutschland
Grundschulen,2011,16103,Deutschland
Grundschulen,2012,15971,Deutschland
Grundschulen,2013,15749,Deutschland
Grundschulen,2014,15578,Deutschland
Grundschulen,2015,15421,Deutschland
Schulartunabhängige Orientierungsstufe,1992,2759,Deutschland
Schulartunabhängige Orientierungsstufe,2007,1062,Deutschland
Schulartunabhängige Orientierungsstufe,2008,1059,Deutschland
Schulartunabhängige Orientierungsstufe,2009,1063,Deutschland
Schulartunabhängige Orientierungsstufe,2010,1083,Deutschland
Schulartunabhängige Orientierungsstufe,2011,1073,Deutschland
Schulartunabhängige Orientierungsstufe,2012,1046,Deutschland
Schulartunabhängige Orientierungsstufe,2013,1055,Deutschland
Schulartunabhängige Orientierungsstufe,2014,1059,Deutschland
Schulartunabhängige Orientierungsstufe,2015,1054,Deutschland
Hauptschulen,1992,6450,Deutschland
Hauptschulen,2007,4578,Deutschland
Hauptschulen,2008,4383,Deutschland
Hauptschulen,2009,4181,Deutschland
Hauptschulen,2010,3883,Deutschland
Hauptschulen,2011,3606,Deutschland
Hauptschulen,2012,3416,Deutschland
Hauptschulen,2013,3193,Deutschland
Hauptschulen,2014,3039,Deutschland
Hauptschulen,2015,2892,Deutschland
Schularten mit mehreren Bildungsgängen,1992,1418,Deutschland
Schularten mit mehreren Bildungsgängen,2007,1288,Deutschland
Schularten mit mehreren Bildungsgängen,2008,1364,Deutschland
Schularten mit mehreren Bildungsgängen,2009,1442,Deutschland
Schularten mit mehreren Bildungsgängen,2010,1489,Deutschland
Schularten mit mehreren Bildungsgängen,2011,1648,Deutschland
Schularten mit mehreren Bildungsgängen,2012,1828,Deutschland
Schularten mit mehreren Bildungsgängen,2013,1782,Deutschland
Schularten mit mehreren Bildungsgängen,2014,1802,Deutschland
Schularten mit mehreren Bildungsgängen,2015,1845,Deutschland
Realschulen,1992,3634,Deutschland
Realschulen,2007,2775,Deutschland
Realschulen,2008,2704,Deutschland
Realschulen,2009,2637,Deutschland
Realschulen,2010,2593,Deutschland
Realschulen,2011,2530,Deutschland
Realschulen,2012,2525,Deutschland
Realschulen,2013,2399,Deutschland
Realschulen,2014,2313,Deutschland
Realschulen,2015,2256,Deutschland
Gymnasien,1992,3126,Deutschland
Gymnasien,2007,3078,Deutschland
Gymnasien,2008,3074,Deutschland
Gymnasien,2009,3096,Deutschland
Gymnasien,2010,3101,Deutschland
Gymnasien,2011,3124,Deutschland
Gymnasien,2012,3122,Deutschland
Gymnasien,2013,3124,Deutschland
Gymnasien,2014,3125,Deutschland
Gymnasien,2015,3117,Deutschland
Integrierte Gesamtschulen,1992,785,Deutschland
Integrierte Gesamtschulen,2007,670,Deutschland
Integrierte Gesamtschulen,2008,705,Deutschland
Integrierte Gesamtschulen,2009,793,Deutschland
Integrierte Gesamtschulen,2010,1019,Deutschland
Integrierte Gesamtschulen,2011,1118,Deutschland
Integrierte Gesamtschulen,2012,1175,Deutschland
Integrierte Gesamtschulen,2013,1452,Deutschland
Integrierte Gesamtschulen,2014,1778,Deutschland
Integrierte Gesamtschulen,2015,1891,Deutschland
Freie Waldorfschulen,1992,145,Deutschland
Freie Waldorfschulen,2007,199,Deutschland
Freie Waldorfschulen,2008,204,Deutschland
Freie Waldorfschulen,2009,206,Deutschland
Freie Waldorfschulen,2010,207,Deutschland
Freie Waldorfschulen,2011,211,Deutschland
Freie Waldorfschulen,2012,215,Deutschland
Freie Waldorfschulen,2013,214,Deutschland
Freie Waldorfschulen,2014,215,Deutschland
Freie Waldorfschulen,2015,221,Deutschland
Förderschulen,1992,3395,Deutschland
Förderschulen,2007,3360,Deutschland
Förderschulen,2008,3330,Deutschland
Förderschulen,2009,3337,Deutschland
Förderschulen,2010,3320,Deutschland
Förderschulen,2011,3282,Deutschland
Förderschulen,2012,3258,Deutschland
Förderschulen,2013,3191,Deutschland
Förderschulen,2014,3117,Deutschland
Förderschulen,2015,2986,Deutschland
Abendhauptschulen,1992,34,Deutschland
Abendhauptschulen,2007,19,Deutschland
Abendhauptschulen,2008,17,Deutschland
Abendhauptschulen,2009,21,Deutschland
Abendhauptschulen,2010,23,Deutschland
Abendhauptschulen,2011,23,Deutschland
Abendhauptschulen,2012,22,Deutschland
Abendhauptschulen,2013,22,Deutschland
Abendhauptschulen,2014,23,Deutschland
Abendhauptschulen,2015,24,Deutschland
Abendrealschulen,1992,118,Deutschland
Abendrealschulen,2007,125,Deutschland
Abendrealschulen,2008,122,Deutschland
Abendrealschulen,2009,126,Deutschland
Abendrealschulen,2010,129,Deutschland
Abendrealschulen,2011,128,Deutschland
Abendrealschulen,2012,125,Deutschland
Abendrealschulen,2013,126,Deutschland
Abendrealschulen,2014,129,Deutschland
Abendrealschulen,2015,126,Deutschland
Abendgymnasien,1992,139,Deutschland
Abendgymnasien,2007,100,Deutschland
Abendgymnasien,2008,102,Deutschland
Abendgymnasien,2009,104,Deutschland
Abendgymnasien,2010,104,Deutschland
Abendgymnasien,2011,104,Deutschland
Abendgymnasien,2012,104,Deutschland
Abendgymnasien,2013,105,Deutschland
Abendgymnasien,2014,105,Deutschland
Abendgymnasien,2015,106,Deutschland
Kollegs,1992,61,Deutschland
Kollegs,2007,65,Deutschland
Kollegs,2008,66,Deutschland
Kollegs,2009,67,Deutschland
Kollegs,2010,69,Deutschland
Kollegs,2011,70,Deutschland
Kollegs,2012,69,Deutschland
Kollegs,2013,69,Deutschland
Kollegs,2014,68,Deutschland
Kollegs,2015,68,Deutschland
Keine Zuordung zu einer Schulart möglich,1992,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2007,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2008,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2009,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2010,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2011,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2012,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2013,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2014,0,Deutschland
Keine Zuordung zu einer Schulart möglich,2015,271,Deutschland
