"name","id","official_id","address","school_type","school_type_entity","fax","state","phone","full_time_school","lon","lat"
"Steinkammerschule Rückers","HE-7292-0","7292","Fliedener Straße 5 a, 36103 Flieden","Grundschule","Grundschule","06655/918188","HE","06655/8787",false,9.57863,50.405845
"Regenbogenschule Schlitzenhausen","HE-7293-0","7293","Wiesenweg 6, 36142 Tann (Rhön)","Grundschule","Grundschule","06682/919436","HE","06682/8530",false,9.999631,50.661386
"Astrid-Lindgren-Schule Fulda-Galerie","HE-7294-0","7294","Werner-Schmid-Straße 2, 36041 Fulda","Grundschule","Grundschule","0661/2506152","HE","0661/2503999",false,9.646279,50.541659
"Eberhardschule","HE-7295-0","7295","Schulstraße 2, 36142 Tann (Rhön)","Grundschule","Grundschule","06682/919437","HE","06682/345",false,10.023597,50.639917
"Ernst-von-Harnack-Schule","HE-7299-0","7299","Dreherstraße 25, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/915490","HE","06621/15800",false,9.734889,50.860977
"Grundschule an der Sommerseite","HE-7300-0","7300","Meisebacher Straße 125, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/915943","HE","06621/73370",false,9.67863,50.869548
"Solztalschule","HE-7302-0","7302","Bommhutsweg 12, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/169776","HE","06621/61867",false,9.754152,50.870624
"Kolibri-Schule","HE-7305-0","7305","Schulstraße 2, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/914721","HE","06621/3142",false,9.663056,50.831236
"Lingg-Schule","HE-7306-0","7306","Wehneberger Straße 16, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/917563","HE","06621/73575",false,9.704486,50.873069
"Wilhelm-Neuhaus-Schule","HE-7307-0","7307","Hainstraße 2, 36251 Bad Hersfeld","Grundschule","Grundschule","06621/916387","HE","06621/73626",false,9.705424,50.865334
"Steigleder-Schule","HE-7308-0","7308","Große Hohle 12, 36289 Friedewald","Grundschule","Grundschule","06674/918846","HE","06674/293",false,9.854457,50.883285
"Astrid-Lindgren-Schule Hauneck","HE-7309-0","7309","Rotenseer Weg 21, 36282 Hauneck","Grundschule","Grundschule","06621/968809","HE","06621/61201",false,9.72583,50.835515
"Georg-August-Zinn-Schule","HE-7313-0","7313","Vachaer Straße 12, 36266 Heringen (Werra)","Grundschule","Grundschule","06624/542820","HE","06624/446",false,10.006721,50.885062
"Grundschule Hohenroda","HE-7316-0","7316","Parkstraße 11, 36284 Hohenroda","Grundschule","Grundschule","06676/918813","HE","06676/395",false,9.913161,50.780443
"Grundschule Aulatal","HE-7318-0","7318","Schulstraße 17, 36275 Kirchheim","Grundschule","Grundschule","06625/915856","HE","06625/3346",false,9.579359,50.831865
"Fuldatal-Schule","HE-7322-0","7322","Lutherstraße 18, 36251 Ludwigsau","Grundschule","Grundschule","06621/650926","HE","06621/76294",false,9.740745,50.901798
"Grundschule Neuenstein","HE-7330-0","7330","Schulstraße 18, 36286 Neuenstein","Grundschule","Grundschule","06677/919203","HE","06677/212",false,9.598162,50.901832
"Kreuzbergschule","HE-7331-0","7331","Schulweg 4, 36269 Philippsthal (Werra)","Grundschule","Grundschule","06620/919061","HE","06620/305",false,10.001347,50.841592
"Grundschule Landeck","HE-7334-0","7334","Rathausstraße 3, 36277 Schenklengsfeld","Grundschule","Grundschule","06629/808922","HE","06629/319",false,9.845496,50.818402
"Mittelpunktschule Wilhelmsthal","HE-7337-0","7337","Weserstraße 9, 34379 Calden","Grundschule","Grundschule","05674/924481","HE","05674/840",false,9.400138,51.399345
"Burgbergschule","HE-7338-0","7338","Hofgeismarer Straße 9, 34393 Grebenstein","Grundschule","Grundschule","05674/924475","HE","05674/1207",false,9.413044,51.450284
"Wiesenbergschule","HE-7340-0","7340","Schulstraße 11, 34369 Hofgeismar","Grundschule","Grundschule","05675/725524","HE","05675/9665",false,9.404567,51.544213
"Grundschule zur Friedenseiche Hombressen","HE-7341-0","7341","Am Sportplatz 1, 34369 Hofgeismar","Grundschule","Grundschule","05671/920622","HE","05671/2778",false,9.460287,51.491836
"Würfelturmschule","HE-7342-0","7342","Unterer Graben 18, 34369 Hofgeismar","Grundschule","Grundschule","05671/5355","HE","05671/2355",false,9.38408,51.49606
"Lilli-Jahn-Schule","HE-7344-0","7344","Nordweg 10, 34376 Immenhausen","Grundschule","Grundschule","05673/925773","HE","05673/2651",false,9.475636,51.430704
"Sieburgschule","HE-7346-0","7346","Carlstraße 27, 34385 Bad Karlshafen","Grundschule","Grundschule","05672/925341","HE","05672/2839",false,9.454063,51.639786
"Diemeltalschule","HE-7347-0","7347","Am Anhaltsberg 1, 34396 Liebenau","Grundschule","Grundschule","05676/925248","HE","05676/433",false,9.280866,51.49896
"Grundschule Oberweser","HE-7350-0","7350","Jahnstraße 15, 34399 Oberweser","Grundschule","Grundschule","05572/921638","HE","05572/341",false,9.559482,51.59557
"Lucas-Lossius-Schule","HE-7351-0","7351","Graseweg 1, 34359 Reinhardshagen","Grundschule","Grundschule","05544/999906","HE","05544/450",false,9.603072,51.48598
"Grundschule Diemelaue","HE-7354-0","7354","Zur Abgunst 7, 34388 Trendelburg","Grundschule","Grundschule","05675/725525","HE","05675/9549",false,9.430322,51.577439
"Grundschule Wahlsburg","HE-7355-0","7355","Schulstraße 32 a, 37194 Wahlsburg","Grundschule","Grundschule","05572/921432","HE","05572/398",false,9.516173,51.691621
"Matthäus-Schule","HE-7356-0","7356","Schulweg 1, 36151 Burghaun","Grundschule","Grundschule","06652/917570","HE","06652/3523",false,9.741394,50.732295
"Ritter-von-Haune-Schule Burghaun","HE-7357-0","7357","Ostring 13, 36151 Burghaun","Grundschule","Grundschule","06652/917519","HE","06652/1581",false,9.725879,50.705404
"Grundschule Großentaft","HE-7358-0","7358","Am Schwesternhaus 7, 36132 Eiterfeld","Grundschule","Grundschule","06672/919546","HE","06672/422",false,9.861579,50.740192
"Haunetal-Schule","HE-7362-0","7362","Heinrich-Ruppel-Straße 16, 36166 Haunetal","Grundschule","Grundschule","06673/919376","HE","06673/275",false,9.697157,50.765433
"Grundschule Mackenzell","HE-7367-0","7367","Dalbergstraße 7, 36088 Hünfeld","Grundschule","Grundschule","06652/917507","HE","06652/1656",false,9.78886,50.656758
"Johann-Adam-Förster-Schule","HE-7371-0","7371","Ostlandring 10, 36088 Hünfeld","Grundschule","Grundschule","06652/917576","HE","06652/2695",false,9.765639,50.67849
"Mittelpunktgrundschule Michelsrombach","HE-7372-0","7372","Richard-Schick-Straße 12, 36088 Hünfeld","Grundschule","Grundschule","06652/917572","HE","06652/2790",false,9.664868,50.660332
"Paul-Gerhardt-Schule Hünfeld","HE-7373-0","7373","Mackenzeller Straße 4, 36088 Hünfeld","Grundschule","Grundschule","06652/919609","HE","06652/2693",false,9.769568,50.66871
"Grundschule Nüsttal-Hofaschenbach","HE-7376-0","7376","Schulstraße 15, 36167 Nüsttal","Grundschule","Grundschule","06684/919183","HE","06684/309",false,9.845392,50.631896
"Hrabanusschule Rasdorf","HE-7379-0","7379","Am Anger 32, 36169 Rasdorf","Grundschule","Grundschule","06651/919431","HE","06651/365",false,9.89784,50.718957
"Friedrich-Ebert-Schule","HE-7382-0","7382","Akazienallee 23, 34225 Baunatal","Grundschule","Grundschule"," 0561/4912232","HE"," 0561/4912738",false,9.418516,51.264943
"Langenbergschule","HE-7385-0","7385","Burgbergstraße 33-35, 34225 Baunatal","Grundschule","Grundschule","05601/894713","HE","05601/8581",false,9.36,51.2488
"Grundschule am Lindenplatz","HE-7387-0","7387","Kasseler Straße 10, 34277 Fuldabrück","Grundschule","Grundschule"," 0561/5851285","HE"," 0561/5851234",false,9.49844,51.26349
"Brüder-Grimm-Schule","HE-7388-0","7388","Dorothea-Viehmann-Straße 20, 34225 Baunatal","Grundschule","Grundschule"," 0561/9499750","HE"," 0561/493359",false,9.454752,51.254595
"Grundschule Elgershausen","HE-7390-0","7390","Unterer Kirchweg 5, 34270 Schauenburg","Grundschule","Grundschule","05601/920927","HE","05601/1420",false,9.374763,51.272333
"Grundschule Espenau","HE-7392-0","7392","Goethestraße 9, 34314 Espenau","Grundschule","Grundschule","05673/925567","HE","05673/1460",false,9.463762,51.391404
"Grundschule Simmershausen","HE-7394-0","7394","Teichstraße 10, 34233 Fuldatal","Grundschule","Grundschule"," 0561/8150451","HE"," 0561/8150450",false,9.514439,51.370824
"Hermann-Schafft-Schule","HE-7395-0","7395","Obere Feldstraße 11, 34277 Fuldabrück","Grundschule","Grundschule"," 0561/4750894","HE"," 0561/4750893",false,9.481412,51.24771
"Grundschule Heckershausen","HE-7396-0","7396","An der Ahna 9, 34292 Ahnatal","Grundschule","Grundschule","05609/804311","HE","05609/2505",false,9.428442,51.367273
"Schäferland-Schule","HE-7397-0","7397","Schulstraße 10, 34298 Helsa","Grundschule","Grundschule","05605/927230","HE","05605/2015",false,9.697332,51.261172
"Grundschule Hoof","HE-7398-0","7398","Wahlgemeinde 19, 34270 Schauenburg","Grundschule","Grundschule","05601/504337","HE","05601/2250",false,9.347443,51.286974
"Johann-Friedrich-Krause-Schule","HE-7399-0","7399","Leckenweg, 34270 Schauenburg","Grundschule","Grundschule","05601/504154","HE","05601/1553",false,9.30693,51.284646
"Grundschule Niederkaufungen","HE-7400-0","7400","Leipziger Straße 263, 34260 Kaufungen","Grundschule","Grundschule","05605/927366","HE","05605/2030",false,9.60398,51.284842
"Schule Vollmarshausen","HE-7401-0","7401","Kaufunger Straße 18, 34253 Lohfelden","Grundschule","Grundschule","05608/952086","HE","05608/1221",false,9.568823,51.262813
"Grundschule Nieste","HE-7402-0","7402","Witzenhäuser Straße 44, 34329 Nieste","Grundschule","Grundschule","05605/927094","HE","05605/3511",false,9.675226,51.311446
"Geschwister-Scholl-Schule","HE-7403-0","7403","Geschwister-Scholl-Straße, 34233 Fuldatal","Grundschule","Grundschule","05607/933313","HE","05607/388",false,9.5197519,51.3869966
"Grundschule Sandershausen","HE-7404-0","7404","Mühlenweg 14-16, 34266 Niestetal","Grundschule","Grundschule"," 0561/5296718","HE"," 0561/523877",false,9.54563,51.322949
"Grundschule Söhrewald","HE-7405-0","7405","Schulstraße 6, 34320 Söhrewald","Grundschule","Grundschule","05608/953029","HE","05608/1504",false,9.570544,51.237932
"Grundschule Niedervellmar","HE-7406-0","7406","Jahnstraße 13, 34246 Vellmar","Grundschule","Grundschule"," 0561/98279518","HE"," 0561/9827950",false,9.46667,51.35
"Grundschule Frommershausen","HE-7407-0","7407","Simmershäuser Straße 10, 34246 Vellmar","Grundschule","Grundschule"," 0561/821575","HE"," 0561/9823980",false,9.475764,51.366744
"Grundschule Obervellmar","HE-7408-0","7408","Heckershäuser Straße 54, 34246 Vellmar","Grundschule","Grundschule"," 0561/8201431","HE"," 0561/821778",false,9.450336,51.36362
"Helfensteinschule","HE-7409-0","7409","Schulstraße 12, 34292 Ahnatal","Grundschule","Grundschule","05609/808432","HE","05609/9812",false,9.396762,51.364379
"Grundschule Amöneburg","HE-7411-0","7411","Petrus-Muskulus-Straße 1, 35287 Amöneburg","Grundschule","Grundschule","06422/922010","HE","06422/2318",false,8.933052,50.794978
"St. Martin Schule Mardorf","HE-7413-0","7413","Dorfgraben 2, 35287 Amöneburg","Grundschule","Grundschule","06429/921724","HE","06429/443",false,8.916299,50.766478
"Grundschule Bürgeln","HE-7416-0","7416","Baumgartenstraße 12, 35091 Cölbe","Grundschule","Grundschule","06427/930720","HE","06427/586",false,8.821528,50.854889
"Erich Kästner-Schule","HE-7417-0","7417","Paul-Natorp-Straße 9-11, 35043 Marburg","Grundschule","Grundschule","06421/9481929","HE","06421/948190",false,8.769683,50.781544
"Lindenschule Cölbe","HE-7418-0","7418","Schulstraße 4, 35091 Cölbe","Grundschule","Grundschule","06421/870604","HE","06421/982013",false,8.781554,50.848856
"Grundschule Schönstadt","HE-7419-0","7419","Alte Poststraße 24, 35091 Cölbe","Grundschule","Grundschule","06427/930859","HE","06427/930851",false,8.834612,50.884702
"Grundschule Cyriaxweimar","HE-7420-0","7420","Cyriaxstraße 1, 35043 Marburg","Grundschule","Grundschule","06421/360315","HE","06421/31483",false,8.712119,50.77875
"Regenbogenschule Ebsdorf-Leidenhofen","HE-7421-0","7421","Leidenhöfer Hohl 18, 35085 Ebsdorfergrund","Grundschule","Grundschule","06424/3569","HE","06424/1573",false,8.813448,50.729955
"Grundschule Dreihausen","HE-7422-0","7422","Schulweg 20-22, 35085 Ebsdorfergrund","Grundschule","Grundschule","06424/92259","HE","06424/92249",false,8.854871,50.729166
"Grundschule Fronhausen","HE-7426-0","7426","Salzbödener Weg 2, 35112 Fronhausen","Grundschule","Grundschule","06426/921055","HE","06426/921053",false,8.689099,50.698302
"Grundschule Großseelheim","HE-7427-0","7427","Sonnenwiesenweg 2, 35274 Kirchhain","Grundschule","Grundschule","06422/890140","HE","06422/1686",false,8.865204,50.813599
"Sonnenschule Hachborn","HE-7428-0","7428","Schulstraße 8-10, 35085 Ebsdorfergrund","Grundschule","Grundschule","06424/924437","HE","06424/6736",false,8.86667,50.73333
"Grundschule Anzefahr-Niederwald","HE-7430-0","7430","Obergasse 20, 35274 Kirchhain","Grundschule","Grundschule","06422/898282","HE","06422/1715",false,8.881005,50.827845
"Grundschule Langenstein","HE-7433-0","7433","Luchgasse 21, 35274 Kirchhain","Grundschule","Grundschule","06422/8500625","HE","06422/2056",false,8.957252,50.829761
"Otto-Ubbelohde-Schule Lahntal-Goßfelden","HE-7435-0","7435","Otto-Ubbelohde-Weg 27, 35094 Lahntal","Grundschule","Grundschule","06423/926005","HE","06423/926003",false,8.74513,50.867834
"Wichtelhäuser-Schule Sterzhausen","HE-7437-0","7437","Schulstraße 4-6, 35094 Lahntal","Grundschule","Grundschule","06420/822693","HE","06420/480",false,8.68333,50.85
"Grundschule Lohra","HE-7439-0","7439","Schulstraße 19, 35102 Lohra","Grundschule","Grundschule","06462/407865","HE","06462/1650",false,8.636065,50.737744
"Grundschule Marbach","HE-7440-0","7440","Haselhecke 15-17, 35041 Marburg","Grundschule","Grundschule","06421/360680","HE","06421/31867",false,8.751311,50.812883
"Grundschule Michelbach","HE-7441-0","7441","Birkenstraße 10, 35041 Marburg","Grundschule","Grundschule","06420/822349","HE","06420/7823",false,8.714137,50.845777
"Grundschule Mengsberg-Momberg","HE-7442-0","7442","Zum Engelhain 13, 35279 Neustadt (Hessen)","Grundschule","Grundschule","06692/918913","HE","06692/6485",false,9.0966,50.904999
"Grundschule Münchhausen","HE-7443-0","7443","Schulweg 8, 35117 Münchhausen","Grundschule","Grundschule","06457/899962","HE","06457/340",false,8.720897,50.959878
"Grundschule Niederklein","HE-7446-0","7446","Zur Schule 12, 35260 Stadtallendorf","Grundschule","Grundschule","06429/829146","HE","06429/7208",false,8.993087,50.79259
"Grundschule Rauischholzhausen","HE-7448-0","7448","Von-Stumm-Straße 2, 35085 Ebsdorfergrund","Grundschule","Grundschule","06424/964280","HE","06424/4642",false,8.881727,50.758843
"Grundschule Rauschenberg","HE-7452-0","7452","Siedlungsstraße 25, 35282 Rauschenberg","Grundschule","Grundschule","06425/821690","HE","06425/344",false,8.91667,50.86667
"Tausendfüßler-Schule","HE-7455-0","7455","Zelterstraße 12, 35043 Marburg","Grundschule","Grundschule","06424/964530","HE","06424/1554",false,8.828217,50.786426
"Grundschule I","HE-7457-0","7457","Niederrheinische Straße 15, 35260 Stadtallendorf","Grundschule","Grundschule","06428/440432","HE","06428/7215",false,9.021919,50.826257
"Grundschule Schweinsberg","HE-7460-0","7460","Weidenhausen 2, 35260 Stadtallendorf","Grundschule","Grundschule","06429/921709","HE","06429/921715",false,8.963587,50.767865
"Grundschule II","HE-7462-0","7462","Heinrich-Schneider-Straße 48, 35260 Stadtallendorf","Grundschule","Grundschule","06428/441951","HE","06428/7287",false,9.021766,50.817072
"Waldschule Wehrda","HE-7464-0","7464","Lärchenweg 29, 35041 Marburg","Grundschule","Grundschule","06421/98300020","HE","06421/9830000",false,8.75016,50.835918
"Grundschule Niederweimar","HE-7466-0","7466","Herborner Straße 46, 35096 Weimar","Grundschule","Grundschule","06421/78060","HE","06421/78097",false,8.730919,50.759567
"Burgwaldschule Wetter","HE-7469-0","7469","Amönauer Straße 8, 35083 Wetter (Hessen)","Grundschule","Grundschule","06423/9690906","HE","06423/926011",false,8.719911,50.904551
"Grundschule Amönau","HE-7470-0","7470","Raiffeisenstraße 6, 35083 Wetter (Hessen)","Grundschule","Grundschule","06423/963856","HE","06423/6214",false,8.689641,50.907403
"Grundschule Wittelsberg","HE-7471-0","7471","Birkenweg 2, 35085 Ebsdorfergrund","Grundschule","Grundschule","06424/964269","HE","06424/1090",false,8.853645,50.757882
"Grundschule Wohra","HE-7472-0","7472","Halsdorfer Straße 3, 35288 Wohratal","Grundschule","Grundschule","06453/911706","HE","06453/7461",false,8.946935,50.931625
"Mittelpunktschule Wohratal","HE-7473-0","7473","Am Steinboß 8, 35288 Wohratal","Grundschule","Grundschule","06425/921012","HE","06425/921010",false,8.950647,50.911072
"Mittelpunktschule Wohratal","HE-7473-1","7473","Am Steinboß 8, 35288 Wohratal","Hauptschule mit Förderstufe","Hauptschule","06425/921012","HE","06425/921010",false,8.950647,50.911072
"Mittelpunktschule Wohratal","HE-7473-2","7473","Am Steinboß 8, 35288 Wohratal","Realschule","Realschule","06425/921012","HE","06425/921010",false,8.950647,50.911072
"Georg-August-Zinn-Schule Altmorschen","HE-7475-0","7475","Jägerpfad 7, 34326 Morschen","Grundschule","Grundschule","05664/930584","HE","05664/459",false,9.616614,51.070291
"Grundschule am Kirschberg","HE-7479-0","7479","Stadtacker 5, 34587 Felsberg","Grundschule","Grundschule","05662/400633","HE","05662/3777",false,9.438778,51.166527
"Heiligenbergschule Gensungen","HE-7482-0","7482","Beuernsche Straße 38, 34587 Felsberg","Grundschule","Grundschule","05662/930136","HE","05662/2139",false,9.441194,51.125188
"Lindenschule","HE-7485-0","7485","Schulstraße 3, 36211 Alheim","Grundschule","Grundschule","05664/932336","HE","05664/1263",false,9.663745,51.049241
"Grundschule Körle","HE-7486-0","7486","Am Eselspfade 4, 34327 Körle","Grundschule","Grundschule","05665/922806","HE","05665/30441",false,9.520433,51.172675
"Astrid-Lindgren-Schule","HE-7488-0","7488","Schulstraße 21, 34323 Malsfeld","Grundschule","Grundschule","05661/921529","HE","05661/8081",false,9.533662,51.09426
"Christian-Bitter-Schule","HE-7489-0","7489","Franz-Gleim-Straße 64, 34212 Melsungen","Grundschule","Grundschule","05661/921559","HE","05661/3660",false,9.54631,51.122896
"Wolfgang-Fleischert-Schule","HE-7490-0","7490","Ostwaldstraße 16, 34212 Melsungen","Grundschule","Grundschule","05661/9221702","HE","05661/8444",false,9.54839,51.15935
"Schule Am Schloth","HE-7491-0","7491","Schloth 21, 34212 Melsungen","Grundschule","Grundschule","05661/921540","HE","05661/3440",false,9.53746,51.130548
"Brüder-Grimm-Schule","HE-7503-0","7503","Luisenstraße 22, 36179 Bebra","Grundschule","Grundschule","06622/918342","HE","06622/2570",false,9.79485,50.977103
"Schule im Baumgarten","HE-7505-0","7505","Im Baumgarten 1, 36179 Bebra","Grundschule","Grundschule","06622/430960","HE","06622/2259",false,9.780039,50.956216
"Ulfetal-Schule","HE-7507-0","7507","Schulstraße 26 a, 36179 Bebra","Grundschule","Grundschule","06622/430945","HE","06622/7120",false,9.808003,50.95259
"Eichendorff-Schule","HE-7508-0","7508","Bergstraße 45, 36219 Cornberg","Grundschule","Grundschule","05650/921108","HE","05650/319",false,9.858401,51.040457
"Haselbachschule","HE-7510-0","7510","Schulstraße 16, 36199 Rotenburg a. d. Fulda","Grundschule","Grundschule","06623/918445","HE","06623/2251",false,9.772561,50.990695
"Tannenberg-Schule","HE-7512-0","7512","Schulweg 10, 36214 Nentershausen","Grundschule","Grundschule","06627/919594","HE","06627/236",false,9.943111,51.013634
"Grundschule Rengshausen","HE-7516-0","7516","Am Schulpark 1, 34593 Knüllwald","Grundschule","Grundschule","05685/930206","HE","05685/1400",false,9.534608,51.005895
"Grundschule Ronshausen","HE-7517-0","7517","Mühlweg 22, 36217 Ronshausen","Grundschule","Grundschule","06622/918240","HE","06622/8035",false,9.864597,50.947088
"Albert-Schweitzer-Schule","HE-7519-0","7519","Breitinger Kirchweg 6, 36199 Rotenburg a. d. Fulda","Grundschule","Grundschule","06623/919817","HE","06623/3292",false,9.736499,50.993154
"Wiesenschule Ulfen","HE-7522-0","7522","Rendaer Straße 13 a, 36205 Sontra","Grundschule","Grundschule","05653/915632","HE","05653/1291",false,10.017788,51.041241
"Schule am Rhäden","HE-7524-0","7524","Rhädenweg 11, 36208 Wildeck","Grundschule","Grundschule","06626/919599","HE","06626/8210",false,10.024342,50.948983
"Grundschule Hönebach","HE-7526-0","7526","Schulstraße 12, 36208 Wildeck","Grundschule","Grundschule","06678/918451","HE","06678/1330",false,9.940422,50.93633
"Grundschule Neuer Garten in Bad Arolsen","HE-7528-0","7528","Zolderstraße 4, 34454 Bad Arolsen","Grundschule","Grundschule","05691/1278","HE","05691/1221",false,9.018896,51.374783
"Grundschule Helsen","HE-7530-0","7530","Professor-Bier-Straße 53, 34454 Bad Arolsen","Grundschule","Grundschule","05691/912386","HE","05691/3993",false,9.004026,51.387178
"Kaulbach-Schule","HE-7532-0","7532","Große Allee 71, 34454 Bad Arolsen","Hauptschule mit Förderstufe","Hauptschule","05691/6511","HE","05691/2501",false,9.005714,51.378179
"Kaulbach-Schule","HE-7532-1","7532","Große Allee 71, 34454 Bad Arolsen","Realschule","Realschule","05691/6511","HE","05691/2501",false,9.005714,51.378179
"Grundschule Helenental","HE-7537-0","7537","Helenenquellenweg 4, 34537 Bad Wildungen","Grundschule","Grundschule","05621/1698","HE","05621/5468",false,9.118097,51.113786
"Ense-Schule","HE-7539-0","7539","Brüder-Grimm-Straße 4, 34537 Bad Wildungen","Hauptschule mit Förderstufe","Hauptschule","05621/9675715","HE","05621/967570",false,9.122092,51.104294
"Ense-Schule","HE-7539-1","7539","Brüder-Grimm-Straße 4, 34537 Bad Wildungen","Realschule","Realschule","05621/9675715","HE","05621/967570",false,9.122092,51.104294
"Auenbergschule Odershausen","HE-7540-0","7540","Marburger Straße 9, 34537 Bad Wildungen","Grundschule","Grundschule","05621/960657","HE","05621/71203",false,9.112183,51.087486
"Mittelpunktschule Adorf","HE-7542-0","7542","Dansenberg 28, 34519 Diemelsee","Grundschule","Grundschule","05633/887","HE","05633/864",false,8.805794,51.363887
"Mittelpunktschule Adorf","HE-7542-1","7542","Dansenberg 28, 34519 Diemelsee","Hauptschule mit Förderstufe","Hauptschule","05633/887","HE","05633/864",false,8.805794,51.363887
"Mittelpunktschule Adorf","HE-7542-2","7542","Dansenberg 28, 34519 Diemelsee","Realschule","Realschule","05633/887","HE","05633/864",false,8.805794,51.363887
"Grundschule Wrexen","HE-7544-0","7544","Schulstraße 10, 34474 Diemelstadt","Grundschule","Grundschule","05642/94145","HE","05642/8490",false,8.994246,51.507103
"Schlossbergschule Rhoden","HE-7545-0","7545","Walme 5-7, 34474 Diemelstadt","Grundschule","Grundschule","05694/995028","HE","05694/377",false,9.005689,51.478592
"Schlossbergschule Rhoden","HE-7545-1","7545","Walme 5-7, 34474 Diemelstadt","Hauptschule","Hauptschule","05694/995028","HE","05694/377",false,9.005689,51.478592
"Schlossbergschule Rhoden","HE-7545-2","7545","Walme 5-7, 34474 Diemelstadt","Realschule","Realschule","05694/995028","HE","05694/377",false,9.005689,51.478592
"Berliner Schule","HE-7555-0","7555","Karpatenstraße 16, 34497 Korbach","Grundschule","Grundschule","05631/914475","HE","05631/2845",false,8.859476,51.273556
"Westwallschule","HE-7556-0","7556","Westwall 24, 34497 Korbach","Grundschule","Grundschule","05631/914735","HE","05631/3170",false,8.870296,51.270538
"Schule Marker Breite","HE-7560-0","7560","Marker Breite 16, 34497 Korbach","Grundschule","Grundschule","05631/98082","HE","05631/64394",false,8.87788,51.279404
"Mittelpunktschule Goddelsheim","HE-7566-0","7566","Sachsenberger Straße 28, 35104 Lichtenfels","Grundschule","Grundschule","05636/1769","HE","05636/207",false,8.802902,51.195754
"Mittelpunktschule Goddelsheim","HE-7566-1","7566","Sachsenberger Straße 28, 35104 Lichtenfels","Hauptschule mit Förderstufe","Hauptschule","05636/1769","HE","05636/207",false,8.802902,51.195754
"Mittelpunktschule Goddelsheim","HE-7566-2","7566","Sachsenberger Straße 28, 35104 Lichtenfels","Realschule","Realschule","05636/1769","HE","05636/207",false,8.802902,51.195754
"Grundschule Sachsenberg","HE-7567-0","7567","Orker Straße 13, 35104 Lichtenfels","Grundschule","Grundschule","06454/911999","HE","06454/680",false,8.791628,51.127713
"Nicolai-Schule Mengeringhausen","HE-7568-0","7568","Schulstraße 4, 34454 Bad Arolsen","Grundschule","Grundschule","05691/911728","HE","05691/3951",false,8.99266,51.367183
"Grundschule Twistetal","HE-7569-0","7569","Jahnstraße 1, 34477 Twistetal","Grundschule","Grundschule","05631/504050","HE","05631/8157",false,8.908083,51.307899
"Diemeltalschule","HE-7572-0","7572","Schulstraße 2, 34508 Willingen (Upland)","Grundschule","Grundschule","05632/7047","HE","05632/7047",false,8.663759,51.282054
"Grundschule Höringhausen","HE-7573-0","7573","Hauptstraße 41, 34513 Waldeck","Grundschule","Grundschule","05634/995416","HE","05634/554",false,8.990093,51.272278
"Mittelpunktschule Sachsenhausen","HE-7575-0","7575","Werbaer Straße 4, 34513 Waldeck","Grundschule","Grundschule","05634/7753","HE","05634/1820",false,8.999049,51.245034
"Mittelpunktschule Sachsenhausen","HE-7575-1","7575","Werbaer Straße 4, 34513 Waldeck","Hauptschule mit Förderstufe","Hauptschule","05634/7753","HE","05634/1820",false,8.999049,51.245034
"Mittelpunktschule Sachsenhausen","HE-7575-2","7575","Werbaer Straße 4, 34513 Waldeck","Realschule","Realschule","05634/7753","HE","05634/1820",false,8.999049,51.245034
"Uplandschule","HE-7576-0","7576","Auf dem Gehren 5-7, 34508 Willingen (Upland)","schulformbezogene (kooperative) Gesamtschule","Kooperative Gesamtschule","05632/968141","HE","05632/6215",false,8.61126,51.292204
"Regenbogenschule","HE-7577-0","7577","Auf der Bösen Hecke 1, 34560 Fritzlar","Grundschule","Grundschule","05622/918794","HE","05622/2507",false,9.221026,51.177827
"Grundschule Am Brunnen vor dem Tore","HE-7578-0","7578","Huhngraben 1, 37242 Bad Sooden-Allendorf","Grundschule","Grundschule","05652/5875540","HE","05652/2015",false,9.978823,51.269732
"Schule am Fischbach","HE-7579-0","7579","Schulstraße 19, 37235 Hessisch Lichtenau","Grundschule","Grundschule","05602/914822","HE","05602/2726",false,9.693688,51.209692
"Lindenhofschule","HE-7580-0","7580","Schulstraße 2, 37218 Witzenhausen","Grundschule","Grundschule","05542/503283","HE","05542/3256",false,9.847268,51.288678
"Bilsteinschule","HE-7581-0","7581","Jonasbach 28, 37247 Großalmerode","Grundschule","Grundschule","05604/916562","HE","05604/6195",false,9.779427,51.260205
"Grundschule Hessisch Lichtenau","HE-7582-0","7582","Heinrichstraße 20, 37235 Hessisch Lichtenau","Grundschule","Grundschule","05602/914813","HE","05602/2077",false,9.723846,51.195931
"Ernst-Reuter-Schule","HE-7583-0","7583","Schulweg 4, 37249 Neu-Eichenberg","Grundschule","Grundschule","05542/503807","HE","05542/3181",false,9.905778,51.376646
"Meißnerland-Schule","HE-7584-0","7584","Leipziger Straße 349, 37235 Hessisch Lichtenau","Grundschule","Grundschule","05602/915614","HE","05602/2782",false,9.778983,51.198407
"Gelstertalschule Hundelshausen","HE-7586-0","7586","Schulstraße 6, 37215 Witzenhausen","Grundschule","Grundschule","05542/911764","HE","05542/2415",false,9.847993,51.288447
