address,fax,full_time_school,id,lat,lon,name,official_id,phone,school_type,school_type_entity,state
"Universitätsallee 18, 28359 Bremen",0421/325456,false,HB-912,53.102903,8.857939,Deutsche Außenhandels- und,912,0421/9499-1022,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Norderoog 2, 28259 Bremen",0421/7202439,false,HB-913,53.053882,8.742194,Joli Visage,913,0421/720240,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Bertha-von-Suttner-Str. 17, 28207 Bremen",0421/4499651,false,HB-914,53.069684,8.863466,Wirtschafts- und Sozialakademie der,914,0421/4499639,Private berufsbildende Schule,Private berufsbildende Schule,HB
"An der Silberpräge 5, 28309 Bremen",0421/39001-22,false,HB-919,53.059222,8.886262,Institut für Berufs- und,919,0421/39001-25,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Faulenstr. 31, 28195 Bremen",0421/17472-30,false,HB-922,53.080436,8.797992,Parität. Bildungswerk Bremen e.V.,922,0421/17472-0,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Fleetrade 78, 28207 Bremen",0421/4986048,false,HB-923,53.064309,8.865509,impuls e.V.,923,0421/441999,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Dölvesstr. 8, 28207 Bremen",0421/4499930,false,HB-924,53.070167,8.859384,Wirtschafts- und Sozialakademie der,924,0421/4499621,Private berufsbildende Schule,Private berufsbildende Schule,HB
"St.-Pauli-Deich 25, 28199 Bremen",0421/5599-445,false,HB-927,53.068795,8.804042,Bremer Krankenpflegeschule der,927,0421/5599-441,Schule für Gesundheitsfachberufe,Schule für Gesundheitsfachberufe,HB
"Rotdornallee 64, 28717 Bremen",0421/696 685 06,false,HB-928,53.17678,8.685082,Fachschule für Ergotherapie,928,0421/696 685 02,Schule für Gesundheitsfachberufe,Schule für Gesundheitsfachberufe,HB
"Doventorscontrescarpe 172, 28195 Bremen",0421/361-5173,false,HB-949,53.084162,8.797686,Verwaltungsschule der,949,0421/361-5335,Verwaltungsschule,Verwaltungsschule,HB
"Postbrookstr. 91 A, 27574 Bremerhaven",0471/299-3554,false,HB-950,53.53486,8.637051,Krankenpflegeschule am,950,0471/299-3550,Schule für Gesundheitsfachberufe (Klinikum),Schule für Gesundheitsfachberufe,HB
"Wiener Str. 1, 27568 Bremerhaven",0471/4805-113,false,HB-951,53.552553,8.575928,Krankenpflegeschule,951,0471/4805-644,Schule für Gesundheitsfachberufe,Schule für Gesundheitsfachberufe,HB
"Hartwigstr. 8, 27574 Bremerhaven",0471/9212372,false,HB-955,53.533075,8.601181,Hansa Pflegeschulen GmbH,955,0471/9212370,Private berufsbildende Schule,Private berufsbildende Schule,HB
"Surfeldstr. 29, 27576 Bremerhaven",0471/309467-19,false,HB-957,53.561813,8.597506,AWO Pflegedienst GmbH -Ursula Kaltenstein Akademie für Gesundheit und Pflege,957,0471/9547-0,Private berufsbildende Schule,Private berufsbildende Schule,HB
