"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Städtische Realschule Bad Berleburg","Am Stöppel","57319","Bad Berleburg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Neunkirchen","Haspelstraße","66538","Neunkirchen","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gemeinschaftsgrundschule Kall","Auelstr. 31","53925","Kall","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Alexander-Puschkin-Oberschule","Massower Str. 37","10315","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Sekundarschule Völkerfreundschaft","Am Wasserturm 36","06366","Köthen","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","1"
"Mittelschule Friedrich Schiller [Schule wurde 2005 geschlossen]","Schulberg 18","08301","Bad Schlema","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtisches Luisen-Gymnasium München","Luisenstraße 7","80333","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Kusel","Walkmühlstr. 9","66869","Kusel","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Wulfen","Wulfener Markt 2","46286","Dorsten","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Dominicus-von-Linprun-Gymnasium","Jahnstr. 17","94234","Viechtach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule der Stadt Kerpen","Bruchhöhe 27","50170","Kerpen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Hauptschule Neustädter Tor","Spritzenhausplatz 9","37520","Osterode am Harz","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Georg-Büchner-Oberschule","Lichtenrader Damm 224","12305","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Saarpfalz-Gymnasium Homburg","Untere Allee 75","66424","Homburg","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Bremen-Ost","Walliser Straße 125","28325","Bremen","Bremen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anna-Siemsen-Berufskolleg","Hermannnstr. 9","32051","Herford","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Abendrealschule Paderborn - Weiterbildungskolleg","Fürstenweg 17b","33102","Paderborn","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Helmut Schmidt Schule (ehem. Schulzentrum Walliser Straße)","Walliser Straße 125","28325","Bremen","Bremen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Edith-Stein-Schule","Im Grühlingswald 19","66299","Friedrichsthal","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hauptschule Bilshausen","Bergstr. 6 - 8","37434","Bilshausen","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-Raabe-Schule","Feldstr. 30","21335","Lüneburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium an der Stenner","Stennerstr. 5","58636","Iserlohn","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rüleingymnasium (Schule geschlossen)","Tschaikowskistraße 4","09599","Freiberg","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule des Saarpfalz-Kreises Gersheim","Schulstr. 32","66453","Gersheim","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Nicolaus-August-Otto-Berufskolleg","Eitorfer Str. 16","50679","Köln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Erich-Kästner-Gesamtschule","Pixtenweg 6-8","45276","Essen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dr.-Christoph-Hufeland-Schule","Anton-Kraus-Str.16","08529","Plauen","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule am Bach","Waldstr. 2","31582","Nienburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Georg-von-Boeselager-Schule","Blütenweg 10","53913","Swisttal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Albert-Schweitzer-Schule Aue","Robert-Koch-Str. 30","08280","Aue","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gustav-Heinemann-Gesamtschule","Parsevalstr. 170","44369","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Querum","Essenstr. 85","38108","Braunschweig","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule am Katzenberg","Scharnebecker Weg 10","","Adendorf","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Lotte-Kestner-Realschule","Hintzehof 9","30659","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","3"
"Gymnasium Grafing","Jahnstr. 17","85567","Grafing","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kopernikus Schule Lüneburg (geschlossen seit 11.07.2014)","Graf-Schenk-von-Stauffenberg-Str. 1","21337","Lüneburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grund- und Hauptschule Gadeland","Norderstr. 1","24539","Neumünster","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","0"
"KGS Leeste","Schulstr. 40","28844","Weyhe-Leeste","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kurt-Schwitters-Gymnasium","Hinter der Alten Burg 3","30629","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule Hohestieg","Hohestieg 2","38118","Braunschweig","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Elisabeth-Selbert-Gesamtschule (ehem. Gesamtschule Bonn-Bad Godesberg)","Hindenburgallee 5","53175","Bonn","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Konrad-Adenauer-Schule Fulda","Goerdelerstr. 70","36100","Petersberg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Theodor-Heuss-Realschule Coesfeld","Holtwicker Straße 4","48653","Coesfeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Geschwister-Scholl-Gesamtschule","Sprottauer Str. 9","32756","Detmold","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Margot-Barnard-Realschule (bis 2013 Realschule Medinghoven Bonn)","Rene-Schickele-Str. 4","53123","Bonn","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Linden","Am Lindener Berg","30449","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"BBS V Braunschweig","Kastanienallee 71","38102","Braunschweig","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Ernst-Barlach-Gymnasium Schönberg","Goetheplatz 5","23924","Schönberg","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Verbundschule Frechen","Burgstr. 42","50226","Frechen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Schule Kerspleben","Kersplebener Chaussee 12","99198","Erfurt-Kerspleben","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mariengymnasium Bocholt","Schleusenwall 1","46395","Bocholt","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Waldschule Kinderhaus","Große Wiese 14","48159","Münster","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium ""Am Burgwall"" Treuenbrietzen","Berliner Str. 27","14929","Treuenbrietzen","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Alfred-Hitz-Hauptschule - geschlossen (zum 31.07.2013)","Lange Straße 15","47228","Duisburg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Karla-Raveh-Gesamtschule Lemgo","Vogelsang 31","32657","Lemgo","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Herschelschule","Grosser Kolonnenweg 37","30179","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"KGS Gesamtschule Rastede","Wilhelmstr. 5","26180","Rastede","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Diesterweg Grundschule","Am Steintor 5","17291","Prenzlau","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"BBS I Gifhorn","Alter Postweg 21","38518","Gifhorn","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Städtische Gesamtschule Iserlohn","Langerfeldstr. 60","58638","Iserlohn","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Juri-Gagarin-Mittelschule Zwickau (geschlossen seit Oktober 2014)","Wostokweg 74","08066","Zwickau","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Bonn-Beuel","Siegburger Str. 321","53229","Bonn-Beuel","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Wolfhelmschule - Gesamtschule der Stadt Olfen","Telgenkamp 9","59399","Olfen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Johanna-Eck-Schule","Alt-Tempelhof 53-57","12103","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliche Berufsschule II Passau","Am Fernsehturm","94032","Passau","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Helene-Lange-Gymnasium","Tannenplatz 19","90762","Fürth","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anne-Frank-Gymnasium Erding","Heilig Blut 8","85435","Erding","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliches Gymnasium ""J. H. Pestalozzi"" Stadtroda","Parkstr. 4","07646","Stadtroda","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"St. Johannis-Schule","Dechanatstr. 9","28195","Bremen","Bremen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliches Gymnasium ""Am Lindenberg""","Gerhart-Hauptmann-Str. 5","98693","Ilmenau","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Roteberg Schule (GS) Dillenburg","Rühlstr. 3","35683","Dillenburg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Käthe-Kollwitz-Gesamtschule","Dammwiese 8","44532","Lünen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Albert-Schweitzer-Gesamtschule","Schulstr. 1","15848","Beeskow","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Betzdorf-Kirchen","Kirchener Str. 64","57518","Betzdorf","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dietrich-Bonhoeffer-Gymnasium","Gerresheimer Str. 74","40721","Hilden","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","4"
"Friedrichsgymnasium [Schule wurde zum Ende des Schuljahres 2008 geschlossen]","Gubener Str. 13a","15230","Frankfurt / Oder","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Leibniz - Gymnasium","Kreuzstr. 163","44137","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Lutterbergschule (seit 31.07.014 geschlossen)","Bahnhofstr. 10","37431","Bad Lauterberg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Schweitzer-Grundschule und Schule für Lernhilfe","Wellweg 39","31157","Sarstedt","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gesamtschule Elberfeld - Else-Lasker-Schüler-Gesamtschule","Else Lasker-Schüler-Straße 30","42107","Wuppertal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hauptschule Husen","Husener Eichwaldstr. 270","44319","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Lindenschule Hoyerswerda","J.-G.-Herder-Str. 26","02997","Hoyerswerda","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Abendgymnasium Hannover","Thurnithistr. 6","30519","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Glinde","Holstenkamp 29","21509","Glinde","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","3"
"Hauptschule Gevelsberg - ehemals Städtische Gemeinschaftshauptschule Alte Geer","Am Hofe 14","58285","Gevelsberg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Käthe-Kollwitz-Schule","Hanns-Braun-Str. 2","49082","Osnabrück","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Nepomucenum Coesfeld","Holtwicker Str. 8","48653","Coesfeld","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufskolleg Barmen, Europaschule","Sternstr. 75","42275","Wuppertal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Theo-Koch-Schule Grünberg","Struppiusstr. 8-10","35305","Grünberg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtisches Ganztagsgymnasium Johannes Rau","Siegesstr. 134","42287","Wuppertal","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gemeinschaftshauptschule Ründeroth","18 NRW Walbach 3","51766","Engelskirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Leopold-Goes-Realschule","Walbach 1","51766","Engelskirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","4"
"Aggertal-Gymasium Engelskirchen","Olpener Str. 13","51766","Engelskirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Bergschule St. Elisabeth","Friedensplatz 5-6","37308","Heilbad Heiligenstadt","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Schweitzer-Schule Solingen","Kornstr. 6","42719","Solingen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Europaschule Köln","Raderthalgürtel 3","50968","Köln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Käthe-Kollwitz-Gymnasium","Erzbergstraße 1","44135","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule am Burgteich","Alte Burgstr. 7a","02763","Zittau","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Schwerte","Grünstr. 70","58239","Schwerte","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Richtsberg-Gesamtschule","Karlsbader Weg 3","35039","Marburg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Georg-Kerschensteiner-Schule","Schulenhörn 40","25421","Pinneberg","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","1"
"Martin-Luther-King-Gesamtschule","Fine Frau 56-58","44149","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Steinbrink-Grundschule","Langschedestr. 18","44319","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Immanuel-Kant-Gymnasium","Grüningsweg 42-44","44319","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gustav-Heinemann-Gesamtschule","Boverstraße 150","45473","Mülheim a.d. Ruhr","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kronenschule Witten [Schule wurde am 14.07.2010 geschlossen]","Sprockhöveler Str. 46","58455","Witten","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Georgianum Hildburghausen","Geschwister-Scholl-Str. 15","98646","Hildburghausen","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gemeinschaftshauptschule Eschweiler-Dürwiß","Konrad-Adenauer-Straße 16","52249","Eschweiler","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Max-Born-Realschule","Grüningsweg 42","44319","Dortmund-Asseln","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Reformpädagogische Schule am Dreiländereck - ehemals Hauptschule am Kronenberg","Händelstraße 10","52074","Aachen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"St. Josef Fockenfeld Schule","Fockenfeld 1","95692","Konnersreuth","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Hauptschule am Dahlbusch","Am Dahlbusch 98","45884","Gelsenkirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufskolleg Institut Dr. Flad","Breitscheidstr. 127","70176","Stuttgart","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gertrud-Bäumer-Gymnasium","Hindenburgstr. 42","42853","Remscheid","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Joachim-Mähl-Schule [Schule wurde zum Ende des Schuljahres 2008/2009 geschlossen]","Schützenstr. 21","23858","Reinfeld","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Realschule Herkenrath","St.-Antonius-Str. 19","51429","Bergisch Gladbach","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gemeinschaftshauptschule Niedersprockhövel","Dresdener Str. 45","45549","Sprockhövel","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gesamtschule Kamen (bis 2004 Carlo-Schmid-Schule)","Gutenbergstraße 2","59174","Kamen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule Sittensen","Lange Str. 1","27419","Sittensen","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grund- und Hauptschule Unterlüß","Müdener Str. 60","29345","Unterlüß","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Pestalozzi-Schule","Ulmenstr. 31","59557","Lippstadt","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Petrischule","Apenrader Straße 164","24939","Flensburg","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","0"
"Clauberg-Gymnasium [Schule wurde am 14.07.2010 geschlossen]","Kampstr. 23","47109","Duisburg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Conrad-Grundschule Wannsee","Schulstraße 4","14109","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rabanus-Maurus-Gymnasium Fulda","Magdeburger Str.","36037","Fulda","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Karl-Kübel Schule; Kaufmännische Schule des Kreises Bergstraße","Berliner Ring 34-38","64625","Bensheim","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Wilhelm-Busch-Realschule, Städtische Realschule","Krehlebogen 16","81737","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Dr.-W.-André-Gymnasium","Carl-von-Ossietzky-Str.167","09127","Chemnitz","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Alexander-von-Humboldt-Schule Viernheim","Franconvilleplatz","68519","Viernheim","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hermann-Tempel-Gesamtschule","Alte Wieke 4","26632","Ihlow","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Alexander-Lebenstein-Realschule (ehem. Städtische Realschule Haltern)","Holtwicker Straße 5","45721","Haltern","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium ""F.F. Runge""","Stralsunder Str. 13","16515","Oranienburg","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Siegburg Alleestraße","Alleestr. 2","53721","Siegburg","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Integrierte Gesamtschule Hamm / Sieg","Martin-Luther-Str. 2","57577","Hamm / Sieg","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Goetheschule KGS Barsinghausen","Goethestr. 29","30890","Barsinghausen","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Puschkin Mittelschule","Leipziger Str. 1","08056","Zwickau","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium am Römerkastell","Jean-Braun-Str. 19","55232","Alzey","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Kurt-Schumacher Ingelheim","Albrecht-Dürer-Straße 30","55216","Ingelheim","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Humboldt-Gymnasium","Möbiusstraße 8","04317","Leipzig","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule im Bildungszentrum Mettenhof","Vaasastraße 43","24109","Kiel","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","3"
"Berufsbildende Schulen Lüchow","Amtsfreiheit 8","29439","Lüchow","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Kurt-Tucholsky-Gesamtschule","Königswall 10","32423","Minden","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Daniel-Straub-Realschule","Uhlandstr. 15","73312","Geislingen / Steige","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kaufmännische Schule Geislingen","Rheinlandstr. 80","73312","Geislingen / Steige","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Uhlandschule Geislingen","Eberhardstr. 1","73312","Geislingen / Steige","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Tegelbergschule","Pestalozzistr. 2","73312","Geislingen / Steige","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Nordhorn","Knappweg 9","33332","Gütersloh","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Hochdahl","Rankestr. 4-6","40699","Erkrath","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Schulzentrum Carl-von-Ossietzky","Schiffdorfer Chausee 97","27574","Bremerhaven","Bremen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Erich-Fried-Schule (ehem. Hauptschule im Schulzentrum Brauck)","Kortenkamp 19-21","45968","Gladbeck","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Neubiberg","Cramer-Klett-Str. 10","85579","Neubiberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Chiemgau-Gymnasium","Brunnwiese 1","83278","Traunstein","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gesamtschule Mitte","Hemelinger Str. 11","28205","Bremen","Bremen","","","Schule ohne Rassismus - Schule mit Courage","1"
"GutsMuths - Gymnasium Quedlinburg","August-Bebel-Ring 19","06484","Quedlinburg","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Birkenfeld","Brechkaul 12","55765","Birkenfeld / Nahe","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Gablenz","Adelsbergstr. 90","09126","Chemnitz","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Heinrich-Heine-Realschule (Geschlossen)","Maxim-Gorki-Str. 15","15890","Eisenhüttenstadt","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Schweitzer-Oberschule","Heideweg 74","16761","Hennigsdorf","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Limes Gymnasium Welzheim","Helmut-Glock-Straße 2","73642","Welzheim","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kurt-Schwitters-Schule mit gymnasialer Oberstufe","Greifswalder Straße 25","10405","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich-Ludwig-Jahn-Gymnasium","Jahnstr. 3-9","03149","Forst / Lausitz","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Johann Heinrich Pestalozzi","Pestalozzistr. 1","01454","Radeberg","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Franz-Rath-Weiterbildungskolleg","Schützenstr. 54","40880","Ratingen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Cato Bontjes van Beek Gymnasium","Bergstr. 26","28832","Achim","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Robert-Schuman-Schule","In den Kreuzlängten 12 a","66352","Großrosseln","Saarland","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Berufsschule Neu-Ulm","Ringstraße 1","89231","Neu-Ulm","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kurfürst-Joachim-Friedrich-Gymnasium","Schwimmbadstr. 1","39326","Wolmirstedt","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","0"
"Halepaghen-Schule Buxtehude","Konopkastraße 5","21614","Buxtehude","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Otterndorf","SChulstraße 2","21762","Otterndorf","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dietrich-Bonhoeffer-Gymnasium","Albrecht-Dürer-Str. 9-11","90522","Oberasbach","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Regine-Hildebrandt-Schule","Hubertusstraße 30","16547","Birkenwerder","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"Anne-Frank-Realschule","Jahnstr. 32","78234","Engen im Hegau","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anne-Frank-Realschule","Jahnstr. 32","78234","Engen im Hegau","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ernst-Haeckel-Oberschule","Luckenwalder Straße 53","12629","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Fach- und Berufsoberschule Regensburg","Landshuter Straße 61","93053","Regensburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Carl-Bantzer-Schule","Fünftenweg 30","34613","Schwalmstadt-Ziegenhain","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Graf-Bernhard-Realschule","Sandstraße 7","59558","Lippstadt-Lipperode","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Leibniz-Gymnasium Altdorf","Fischbacher Straße 23","90518","Altdorf","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Geschwister-Scholl-Schule","Berliner Ring 33","72076","Tübingen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"HRS Papenteich","Zum Dallmorgen 11","38179","Groß Schwülper","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"BBS Buxtehude","Konopkastraße 7","21614","Buxtehude","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Jakob-Fugger-Gymnasium","Kriemhildenstraße 5","86152","Augsburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Burg-Gymnasium","Hinter der Burg 6","73614","Schorndorf","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
