"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Fontane-Gymnasium Rangsdorf","","","Rangsdorf","Brandenburg","Wettbewerb","1997","Physik Olympiade","6"
"Carl-Zeiss-Gymnasium","","","Jena","Thüringen","Wettbewerb","1997","Physik Olympiade","38"
"Paracelsus-Gymnasium","","","Stuttgart","Baden-Württemberg","Wettbewerb","1997","Physik Olympiade","3"
"Wolfgang-Borchert-Gymnasium","","","Langenzenn","Bayern","Wettbewerb","1997","Physik Olympiade","3"
"Finsterwalder-Gymnasium","","","Rosenheim","Bayern","Wettbewerb","1997","Physik Olympiade","25"
"Gymnasium in der Pfarrwiesen","","","Sindelfingen","Baden-Württemberg","Wettbewerb","1996","Physik Olympiade","0"
"Städt. Käthe-Kollwitz-Gymn.","","","München","Bayern","Wettbewerb","1996","Physik Olympiade","370"
"Kepler Gymnasium Weiden","","","Weiden","Bayern","Wettbewerb","1996","Physik Olympiade","38"
"Max-Steenbeck-Gymnasium","","","Cottbus","Brandenburg","Wettbewerb","1996","Physik Olympiade","37"
"Finsterwalder-Gymnasium","","","Rosenheim","Bayern","Wettbewerb","1996","Physik Olympiade","25"
"Gymnasium in der Pfarrwiesen","","","Sindelfingen","Baden-Württemberg","Wettbewerb","1995","Physik Olympiade","0"
"Gymnasium am Wirteltor","","","Düren","Nordrhein-Westfalen","Wettbewerb","1995","Physik Olympiade","39"
"Störck-Gymnasium","","","Saulgau","Baden-Württemberg","Wettbewerb","1995","Physik Olympiade","0"
"Städt. Käthe-Kollwitz-Gymn.","","","München","Bayern","Wettbewerb","1995","Physik Olympiade","370"
"Gymnasium Ottobrunn","","","Riemerling","Bayern","Wettbewerb","1995","Physik Olympiade","3"
"Otto-Hahn-Gymnasium","","","Berg. Gladbach","Nordrhein-Westfalen","Wettbewerb","1994","Physik Olympiade","0"
"Gymnasium am Wirteltor","","","Düren","Nordrhein-Westfalen","Wettbewerb","1994","Physik Olympiade","39"
"Störck-Gymnasium","","","Saulgau","Baden-Württemberg","Wettbewerb","1994","Physik Olympiade","0"
"Emmy Noether Gymnasium","","","Erlangen","Bayern","Wettbewerb","1994","Physik Olympiade","33"
"Theodor Fliedner-Gymnasium","","","Düsseldorf","Nordrhein-Westfalen","Wettbewerb","1994","Physik Olympiade","179"
"Gymnasium am Wirteltor","","","Düren","Nordrhein-Westfalen","Wettbewerb","1993","Physik Olympiade","39"
"Störck-Gymnasium","","","Saulgau","Baden-Württemberg","Wettbewerb","1993","Physik Olympiade","0"
"Friedrich Eugens Gymnasium","","","Stuttgart","Baden-Württemberg","Wettbewerb","1993","Physik Olympiade","3"
"Steigerwald Landschulheim","","","Wiesentheid","Bayern","Wettbewerb","1993","Physik Olympiade","3"
"Gymnasium am Wirteltor","","","Düren","Nordrhein-Westfalen","Wettbewerb","1992","Physik Olympiade","39"
"Kepler Gymnasium Weiden","","","Weiden","Bayern","Wettbewerb","1992","Physik Olympiade","38"
"Dillmann-Gymnasium","","","Stuttgart","Baden-Württemberg","Wettbewerb","1992","Physik Olympiade","3"
"Gymnasium Roth","","","Roth","Bayern","Wettbewerb","1992","Physik Olympiade","50"
"Gymnasium Dingolfing","","","Dingolfing","Bayern","Wettbewerb","1991","Physik Olympiade","7"
